#./munderdamped_3d_gle --dev=0 --amp=8.0 --omega=5.0 --force=0.0 --mass=1.0 --Dg=0.0001 --tau=0.01 --block=1 --paths=1 --periods=100.0 --trans=80 --samples=1 --spp=100 --algorithm=predcorr --pav=1 --mode=trajectory --q=2 --eps=0 --phi=0 --lambda=0 --Dp=0 --comp=0 --mean=0 >> temp/traj-f0.0-D0.0001-m1.0-a8.0-w5.0-t0.01-t1e2.dat
#t <x> <v> <x^2> <v^2> qnu(q) mu_q Dx Gx EBx
1.071283e+02 -8.465903e+01 -2.380073e+00 7.167152e+03 5.664747e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.071409e+02 -8.468877e+01 -2.357248e+00 7.172187e+03 5.556619e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.071534e+02 -8.471825e+01 -2.333230e+00 7.177183e+03 5.443960e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.071660e+02 -8.474751e+01 -2.324707e+00 7.182140e+03 5.404261e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.071786e+02 -8.477671e+01 -2.321886e+00 7.187091e+03 5.391153e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.071911e+02 -8.480593e+01 -2.329801e+00 7.192046e+03 5.427971e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.072037e+02 -8.483530e+01 -2.343355e+00 7.197027e+03 5.491313e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.072163e+02 -8.486485e+01 -2.361334e+00 7.202042e+03 5.575899e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.072288e+02 -8.489468e+01 -2.386821e+00 7.207106e+03 5.696912e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.072414e+02 -8.492484e+01 -2.411652e+00 7.212228e+03 5.816065e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.072540e+02 -8.495531e+01 -2.439371e+00 7.217404e+03 5.950532e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.072665e+02 -8.498611e+01 -2.460712e+00 7.222640e+03 6.055103e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.072791e+02 -8.501717e+01 -2.480938e+00 7.227918e+03 6.155052e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.072917e+02 -8.504842e+01 -2.488651e+00 7.233233e+03 6.193384e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.073042e+02 -8.507970e+01 -2.490332e+00 7.238555e+03 6.201753e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.073168e+02 -8.511091e+01 -2.478021e+00 7.243867e+03 6.140586e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.073294e+02 -8.514188e+01 -2.450436e+00 7.249139e+03 6.004635e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.073419e+02 -8.517239e+01 -2.406053e+00 7.254336e+03 5.789090e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.073545e+02 -8.520224e+01 -2.346572e+00 7.259422e+03 5.506401e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.073671e+02 -8.523124e+01 -2.265494e+00 7.264364e+03 5.132462e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.073796e+02 -8.525909e+01 -2.168838e+00 7.269113e+03 4.703857e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.073922e+02 -8.528563e+01 -2.056373e+00 7.273639e+03 4.228672e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.074048e+02 -8.531065e+01 -1.925419e+00 7.277908e+03 3.707240e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.074173e+02 -8.533395e+01 -1.780182e+00 7.281882e+03 3.169047e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.074299e+02 -8.535535e+01 -1.626350e+00 7.285535e+03 2.645015e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.074425e+02 -8.537476e+01 -1.463508e+00 7.288849e+03 2.141857e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.074550e+02 -8.539208e+01 -1.293535e+00 7.291808e+03 1.673232e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.074676e+02 -8.540723e+01 -1.115650e+00 7.294395e+03 1.244676e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.074802e+02 -8.542012e+01 -9.404006e-01 7.296597e+03 8.843533e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.074927e+02 -8.543079e+01 -7.558355e-01 7.298419e+03 5.712873e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.075053e+02 -8.543916e+01 -5.753027e-01 7.299849e+03 3.309732e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.075179e+02 -8.544525e+01 -3.963914e-01 7.300891e+03 1.571262e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.075304e+02 -8.544908e+01 -2.114370e-01 7.301545e+03 4.470563e-02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.075430e+02 -8.545062e+01 -3.504363e-02 7.301809e+03 1.228056e-03 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.075556e+02 -8.544995e+01 1.410809e-01 7.301694e+03 1.990382e-02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.075681e+02 -8.544709e+01 3.140022e-01 7.301205e+03 9.859741e-02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.075807e+02 -8.544209e+01 4.828871e-01 7.300350e+03 2.331799e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.075933e+02 -8.543500e+01 6.460501e-01 7.299139e+03 4.173807e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.076058e+02 -8.542587e+01 8.016093e-01 7.297580e+03 6.425775e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.076184e+02 -8.541483e+01 9.569823e-01 7.295694e+03 9.158152e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.076310e+02 -8.540190e+01 1.101221e+00 7.293485e+03 1.212687e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.076435e+02 -8.538723e+01 1.237490e+00 7.290979e+03 1.531380e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.076561e+02 -8.537090e+01 1.361476e+00 7.288190e+03 1.853616e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.076687e+02 -8.535307e+01 1.473220e+00 7.285147e+03 2.170378e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.076812e+02 -8.533392e+01 1.575563e+00 7.281877e+03 2.482398e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.076938e+02 -8.531358e+01 1.660493e+00 7.278406e+03 2.757237e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.077064e+02 -8.529224e+01 1.730656e+00 7.274767e+03 2.995171e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.077189e+02 -8.527013e+01 1.787447e+00 7.270995e+03 3.194966e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.077315e+02 -8.524743e+01 1.824223e+00 7.267124e+03 3.327788e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.077441e+02 -8.522437e+01 1.841520e+00 7.263194e+03 3.391196e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.077566e+02 -8.520119e+01 1.847023e+00 7.259244e+03 3.411493e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.077692e+02 -8.517806e+01 1.833652e+00 7.255302e+03 3.362281e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.077818e+02 -8.515520e+01 1.804824e+00 7.251409e+03 3.257391e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.077943e+02 -8.513280e+01 1.764751e+00 7.247594e+03 3.114345e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.078069e+02 -8.511099e+01 1.706289e+00 7.243881e+03 2.911421e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.078195e+02 -8.508998e+01 1.635243e+00 7.240305e+03 2.674019e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.078320e+02 -8.506994e+01 1.555447e+00 7.236895e+03 2.419417e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.078446e+02 -8.505096e+01 1.465205e+00 7.233665e+03 2.146826e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.078572e+02 -8.503316e+01 1.366800e+00 7.230639e+03 1.868143e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.078697e+02 -8.501665e+01 1.261507e+00 7.227831e+03 1.591399e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.078823e+02 -8.500150e+01 1.144954e+00 7.225254e+03 1.310920e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.078949e+02 -8.498782e+01 1.031512e+00 7.222930e+03 1.064018e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.079074e+02 -8.497562e+01 9.114237e-01 7.220855e+03 8.306932e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.079200e+02 -8.496494e+01 7.864687e-01 7.219040e+03 6.185331e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.079326e+02 -8.495584e+01 6.603540e-01 7.217495e+03 4.360674e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.079451e+02 -8.494836e+01 5.302469e-01 7.216225e+03 2.811618e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.079577e+02 -8.494254e+01 3.946003e-01 7.215236e+03 1.557094e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.079703e+02 -8.493844e+01 2.586918e-01 7.214538e+03 6.692147e-02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.079828e+02 -8.493604e+01 1.216598e-01 7.214130e+03 1.480111e-02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.079954e+02 -8.493539e+01 -1.316787e-02 7.214021e+03 1.733929e-04 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.080080e+02 -8.493646e+01 -1.593564e-01 7.214203e+03 2.539447e-02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.080205e+02 -8.493939e+01 -3.090314e-01 7.214700e+03 9.550042e-02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.080331e+02 -8.494421e+01 -4.548436e-01 7.215518e+03 2.068827e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.080457e+02 -8.495088e+01 -6.112299e-01 7.216652e+03 3.736020e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.080582e+02 -8.495953e+01 -7.657406e-01 7.218123e+03 5.863586e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.080708e+02 -8.497015e+01 -9.233665e-01 7.219926e+03 8.526058e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.080834e+02 -8.498276e+01 -1.085395e+00 7.222069e+03 1.178083e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.080959e+02 -8.499740e+01 -1.246964e+00 7.224558e+03 1.554920e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.081085e+02 -8.501407e+01 -1.406288e+00 7.227392e+03 1.977646e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.081211e+02 -8.503275e+01 -1.567017e+00 7.230568e+03 2.455543e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.081336e+02 -8.505343e+01 -1.723065e+00 7.234086e+03 2.968955e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.081462e+02 -8.507604e+01 -1.878109e+00 7.237933e+03 3.527294e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.081588e+02 -8.510056e+01 -2.020904e+00 7.242104e+03 4.084053e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.081713e+02 -8.512681e+01 -2.160215e+00 7.246573e+03 4.666531e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.081839e+02 -8.515475e+01 -2.285189e+00 7.251332e+03 5.222091e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.081965e+02 -8.518415e+01 -2.396497e+00 7.256339e+03 5.743198e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.082090e+02 -8.521484e+01 -2.488363e+00 7.261570e+03 6.191950e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.082216e+02 -8.524660e+01 -2.566580e+00 7.266984e+03 6.587332e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.082342e+02 -8.527921e+01 -2.623105e+00 7.272544e+03 6.880678e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.082467e+02 -8.531242e+01 -2.665611e+00 7.278208e+03 7.105481e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.082593e+02 -8.534602e+01 -2.684438e+00 7.283942e+03 7.206210e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.082719e+02 -8.537977e+01 -2.683829e+00 7.289705e+03 7.202937e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.082844e+02 -8.541341e+01 -2.671477e+00 7.295450e+03 7.136791e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.082970e+02 -8.544682e+01 -2.647735e+00 7.301160e+03 7.010502e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.083095e+02 -8.547986e+01 -2.608770e+00 7.306806e+03 6.805679e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.083221e+02 -8.551240e+01 -2.570531e+00 7.312370e+03 6.607632e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.083347e+02 -8.554443e+01 -2.531381e+00 7.317850e+03 6.407888e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.083473e+02 -8.557594e+01 -2.486305e+00 7.323242e+03 6.181711e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.083598e+02 -8.560691e+01 -2.443262e+00 7.328543e+03 5.969529e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.083724e+02 -8.563739e+01 -2.402624e+00 7.333763e+03 5.772603e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.083849e+02 -8.566740e+01 -2.373124e+00 7.338903e+03 5.631719e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.083975e+02 -8.569708e+01 -2.346505e+00 7.343990e+03 5.506088e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.084101e+02 -8.572649e+01 -2.332707e+00 7.349030e+03 5.441522e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.084226e+02 -8.575576e+01 -2.329373e+00 7.354050e+03 5.425979e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.084352e+02 -8.578504e+01 -2.330639e+00 7.359073e+03 5.431877e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.084478e+02 -8.581440e+01 -2.345078e+00 7.364111e+03 5.499390e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.084604e+02 -8.584397e+01 -2.358908e+00 7.369188e+03 5.564445e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.084729e+02 -8.587375e+01 -2.384336e+00 7.374301e+03 5.685061e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.084855e+02 -8.590388e+01 -2.410085e+00 7.379476e+03 5.808509e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.084980e+02 -8.593436e+01 -2.441237e+00 7.384714e+03 5.959637e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.085106e+02 -8.596522e+01 -2.468254e+00 7.390019e+03 6.092276e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.085232e+02 -8.599640e+01 -2.498384e+00 7.395381e+03 6.241925e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.085357e+02 -8.602791e+01 -2.515522e+00 7.400801e+03 6.327853e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.085483e+02 -8.605959e+01 -2.526006e+00 7.406252e+03 6.380706e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.085609e+02 -8.609133e+01 -2.530037e+00 7.411717e+03 6.401087e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.085734e+02 -8.612303e+01 -2.512905e+00 7.417177e+03 6.314691e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.085860e+02 -8.615441e+01 -2.478591e+00 7.422583e+03 6.143413e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.085986e+02 -8.618524e+01 -2.429455e+00 7.427896e+03 5.902252e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.086111e+02 -8.621534e+01 -2.361067e+00 7.433085e+03 5.574636e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.086237e+02 -8.624447e+01 -2.274329e+00 7.438108e+03 5.172572e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.086363e+02 -8.627240e+01 -2.167155e+00 7.442927e+03 4.696560e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.086488e+02 -8.629890e+01 -2.048025e+00 7.447500e+03 4.194405e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.086614e+02 -8.632378e+01 -1.913785e+00 7.451796e+03 3.662574e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.086740e+02 -8.634689e+01 -1.766839e+00 7.455785e+03 3.121721e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.086865e+02 -8.636808e+01 -1.604524e+00 7.459445e+03 2.574496e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.086991e+02 -8.638719e+01 -1.438982e+00 7.462747e+03 2.070668e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.087117e+02 -8.640417e+01 -1.262040e+00 7.465682e+03 1.592745e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.087242e+02 -8.641891e+01 -1.082794e+00 7.468229e+03 1.172442e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.087368e+02 -8.643138e+01 -9.015445e-01 7.470384e+03 8.127824e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.087494e+02 -8.644156e+01 -7.186801e-01 7.472143e+03 5.165011e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.087619e+02 -8.644944e+01 -5.353119e-01 7.473506e+03 2.865589e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.087745e+02 -8.645502e+01 -3.513291e-01 7.474471e+03 1.234322e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.087871e+02 -8.645831e+01 -1.707603e-01 7.475039e+03 2.915907e-02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.087996e+02 -8.645934e+01 9.845436e-03 7.475217e+03 9.693260e-05 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.088122e+02 -8.645809e+01 1.846016e-01 7.475001e+03 3.407775e-02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.088248e+02 -8.645468e+01 3.547437e-01 7.474412e+03 1.258431e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.088373e+02 -8.644916e+01 5.258338e-01 7.473457e+03 2.765012e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.088499e+02 -8.644151e+01 6.915425e-01 7.472134e+03 4.782310e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.088625e+02 -8.643180e+01 8.513083e-01 7.470456e+03 7.247259e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.088750e+02 -8.642014e+01 1.004888e+00 7.468440e+03 1.009799e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.088876e+02 -8.640660e+01 1.151444e+00 7.466101e+03 1.325822e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.089002e+02 -8.639128e+01 1.285664e+00 7.463454e+03 1.652933e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.089127e+02 -8.637433e+01 1.413870e+00 7.460524e+03 1.999028e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.089253e+02 -8.635583e+01 1.532365e+00 7.457330e+03 2.348142e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.089379e+02 -8.633595e+01 1.631809e+00 7.453896e+03 2.662801e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.089504e+02 -8.631490e+01 1.716617e+00 7.450261e+03 2.946774e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.089630e+02 -8.629287e+01 1.789327e+00 7.446459e+03 3.201691e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.089756e+02 -8.627004e+01 1.843940e+00 7.442520e+03 3.400113e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.089881e+02 -8.624664e+01 1.881269e+00 7.438482e+03 3.539173e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.090007e+02 -8.622288e+01 1.896713e+00 7.434385e+03 3.597521e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.090133e+02 -8.619903e+01 1.900620e+00 7.430272e+03 3.612356e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.090258e+02 -8.617522e+01 1.886980e+00 7.426169e+03 3.560694e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.090384e+02 -8.615170e+01 1.857925e+00 7.422116e+03 3.451887e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.090510e+02 -8.612863e+01 1.811001e+00 7.418141e+03 3.279724e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.090635e+02 -8.610625e+01 1.754087e+00 7.414286e+03 3.076822e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.090761e+02 -8.608466e+01 1.682268e+00 7.410569e+03 2.830026e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.090887e+02 -8.606405e+01 1.597862e+00 7.407021e+03 2.553162e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.091012e+02 -8.604455e+01 1.505880e+00 7.403664e+03 2.267674e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.091138e+02 -8.602625e+01 1.407888e+00 7.400516e+03 1.982149e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.091264e+02 -8.600922e+01 1.302598e+00 7.397586e+03 1.696762e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.091389e+02 -8.599356e+01 1.192619e+00 7.394893e+03 1.422341e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.091515e+02 -8.597929e+01 1.076209e+00 7.392438e+03 1.158226e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.091641e+02 -8.596652e+01 9.564850e-01 7.390243e+03 9.148635e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.091766e+02 -8.595527e+01 8.326288e-01 7.388308e+03 6.932708e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.091892e+02 -8.594562e+01 7.057863e-01 7.386649e+03 4.981344e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.092018e+02 -8.593756e+01 5.756778e-01 7.385264e+03 3.314050e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.092143e+02 -8.593115e+01 4.423462e-01 7.384163e+03 1.956702e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.092269e+02 -8.592644e+01 3.072893e-01 7.383353e+03 9.442670e-02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.092395e+02 -8.592343e+01 1.706235e-01 7.382836e+03 2.911237e-02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.092520e+02 -8.592216e+01 2.962594e-02 7.382619e+03 8.776961e-04 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.092646e+02 -8.592269e+01 -1.096554e-01 7.382709e+03 1.202432e-02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.092772e+02 -8.592498e+01 -2.517639e-01 7.383102e+03 6.338508e-02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.092897e+02 -8.592908e+01 -4.022512e-01 7.383806e+03 1.618060e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.093023e+02 -8.593508e+01 -5.502735e-01 7.384838e+03 3.028009e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.093149e+02 -8.594295e+01 -7.032222e-01 7.386190e+03 4.945214e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.093274e+02 -8.595276e+01 -8.600203e-01 7.387877e+03 7.396350e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.093400e+02 -8.596455e+01 -1.014109e+00 7.389904e+03 1.028416e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.093526e+02 -8.597830e+01 -1.174041e+00 7.392269e+03 1.378373e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.093651e+02 -8.599406e+01 -1.330688e+00 7.394978e+03 1.770730e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.093777e+02 -8.601180e+01 -1.490240e+00 7.398030e+03 2.220814e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.093903e+02 -8.603153e+01 -1.651587e+00 7.401424e+03 2.727741e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.094028e+02 -8.605326e+01 -1.807350e+00 7.405164e+03 3.266514e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.094154e+02 -8.607691e+01 -1.952484e+00 7.409235e+03 3.812194e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.094280e+02 -8.610236e+01 -2.096303e+00 7.413616e+03 4.394484e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.094405e+02 -8.612952e+01 -2.230338e+00 7.418295e+03 4.974409e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.094531e+02 -8.615830e+01 -2.351346e+00 7.423253e+03 5.528831e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
