#./munderdamped_3d_gle --dev=0 --amp=8.0 --omega=5.0 --force=0.0 --mass=1.0 --Dg=0.0001 --tau=0.1 --block=1 --paths=1 --periods=100.0 --trans=80 --samples=1 --spp=100 --algorithm=predcorr --pav=1 --mode=trajectory --q=2 --eps=0 --phi=0 --lambda=0 --Dp=0 --comp=0 --mean=0 >> temp/traj-f0.0-D0.0001-m1.0-a8.0-w5.0-t0.1-t1e2.dat
#t <x> <v> <x^2> <v^2> qnu(q) mu_q Dx Gx EBx
1.067262e+02 -1.711109e+01 -5.856325e-01 2.927894e+02 3.429654e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.067388e+02 -1.711822e+01 -5.497581e-01 2.930336e+02 3.022339e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.067513e+02 -1.712492e+01 -5.159900e-01 2.932629e+02 2.662456e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.067639e+02 -1.713120e+01 -4.838445e-01 2.934780e+02 2.341055e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.067765e+02 -1.713710e+01 -4.543819e-01 2.936801e+02 2.064629e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.067890e+02 -1.714264e+01 -4.275721e-01 2.938701e+02 1.828179e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.068016e+02 -1.714786e+01 -4.039598e-01 2.940492e+02 1.631835e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.068142e+02 -1.715281e+01 -3.838234e-01 2.942190e+02 1.473204e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.068267e+02 -1.715753e+01 -3.674251e-01 2.943808e+02 1.350012e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.068393e+02 -1.716207e+01 -3.544731e-01 2.945365e+02 1.256512e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.068519e+02 -1.716647e+01 -3.460605e-01 2.946876e+02 1.197579e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.068644e+02 -1.717079e+01 -3.419309e-01 2.948360e+02 1.169167e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.068770e+02 -1.717509e+01 -3.422066e-01 2.949837e+02 1.171054e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.068895e+02 -1.717942e+01 -3.469492e-01 2.951325e+02 1.203738e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.069021e+02 -1.718384e+01 -3.561482e-01 2.952843e+02 1.268416e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.069147e+02 -1.718840e+01 -3.699366e-01 2.954410e+02 1.368531e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.069272e+02 -1.719316e+01 -3.878235e-01 2.956047e+02 1.504071e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.069398e+02 -1.719817e+01 -4.100333e-01 2.957771e+02 1.681273e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.069524e+02 -1.720349e+01 -4.360043e-01 2.959600e+02 1.900998e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.069650e+02 -1.720915e+01 -4.661486e-01 2.961550e+02 2.172945e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.069775e+02 -1.721522e+01 -4.994300e-01 2.963639e+02 2.494303e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.069901e+02 -1.722173e+01 -5.360512e-01 2.965879e+02 2.873509e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.070026e+02 -1.722871e+01 -5.755455e-01 2.968285e+02 3.312526e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.070152e+02 -1.723621e+01 -6.173044e-01 2.970868e+02 3.810648e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.070278e+02 -1.724424e+01 -6.605046e-01 2.973637e+02 4.362663e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.070403e+02 -1.725282e+01 -7.051817e-01 2.976597e+02 4.972812e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.070529e+02 -1.726197e+01 -7.509667e-01 2.979755e+02 5.639510e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.070655e+02 -1.727169e+01 -7.969463e-01 2.983113e+02 6.351235e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.070780e+02 -1.728199e+01 -8.426207e-01 2.986673e+02 7.100097e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.070906e+02 -1.729286e+01 -8.868122e-01 2.990430e+02 7.864359e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.071032e+02 -1.730427e+01 -9.296169e-01 2.994379e+02 8.641875e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.071157e+02 -1.731621e+01 -9.706038e-01 2.998513e+02 9.420717e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.071283e+02 -1.732866e+01 -1.009389e+00 3.002823e+02 1.018865e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.071409e+02 -1.734157e+01 -1.045643e+00 3.007299e+02 1.093370e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.071534e+02 -1.735492e+01 -1.079106e+00 3.011932e+02 1.164469e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.071660e+02 -1.736867e+01 -1.109433e+00 3.016706e+02 1.230841e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.071786e+02 -1.738278e+01 -1.136509e+00 3.021610e+02 1.291653e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.071911e+02 -1.739721e+01 -1.160642e+00 3.026630e+02 1.347090e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.072037e+02 -1.741193e+01 -1.181872e+00 3.031754e+02 1.396822e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.072163e+02 -1.742690e+01 -1.200293e+00 3.036968e+02 1.440702e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.072288e+02 -1.744208e+01 -1.215713e+00 3.042261e+02 1.477958e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.072414e+02 -1.745744e+01 -1.228609e+00 3.047621e+02 1.509479e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.072540e+02 -1.747294e+01 -1.239581e+00 3.053038e+02 1.536562e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.072665e+02 -1.748857e+01 -1.248275e+00 3.058503e+02 1.558191e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.072791e+02 -1.750430e+01 -1.255121e+00 3.064007e+02 1.575330e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.072917e+02 -1.752011e+01 -1.260882e+00 3.069543e+02 1.589825e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.073042e+02 -1.753599e+01 -1.265966e+00 3.075109e+02 1.602669e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.073168e+02 -1.755193e+01 -1.270924e+00 3.080703e+02 1.615248e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.073294e+02 -1.756794e+01 -1.276009e+00 3.086324e+02 1.628198e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.073419e+02 -1.758401e+01 -1.281804e+00 3.091974e+02 1.643021e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.073545e+02 -1.760016e+01 -1.288491e+00 3.097656e+02 1.660210e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.073671e+02 -1.761640e+01 -1.296440e+00 3.103376e+02 1.680758e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.073796e+02 -1.763275e+01 -1.305998e+00 3.109139e+02 1.705630e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.073922e+02 -1.764923e+01 -1.317819e+00 3.114955e+02 1.736647e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.074048e+02 -1.766588e+01 -1.331809e+00 3.120835e+02 1.773714e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.074173e+02 -1.768272e+01 -1.348070e+00 3.126786e+02 1.817293e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.074299e+02 -1.769978e+01 -1.367194e+00 3.132823e+02 1.869220e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.074425e+02 -1.771710e+01 -1.389157e+00 3.138957e+02 1.929758e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.074550e+02 -1.773472e+01 -1.414280e+00 3.145202e+02 2.000187e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.074676e+02 -1.775266e+01 -1.442284e+00 3.151571e+02 2.080183e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.074802e+02 -1.777098e+01 -1.473374e+00 3.158078e+02 2.170832e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.074927e+02 -1.778971e+01 -1.507448e+00 3.164739e+02 2.272399e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.075053e+02 -1.780889e+01 -1.544063e+00 3.171564e+02 2.384130e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.075179e+02 -1.782854e+01 -1.583272e+00 3.178567e+02 2.506751e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.075304e+02 -1.784869e+01 -1.624856e+00 3.185757e+02 2.640156e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.075430e+02 -1.786938e+01 -1.667583e+00 3.193146e+02 2.780834e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.075556e+02 -1.789060e+01 -1.711119e+00 3.200737e+02 2.927928e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.075681e+02 -1.791238e+01 -1.754757e+00 3.208534e+02 3.079172e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.075807e+02 -1.793470e+01 -1.797613e+00 3.216535e+02 3.231414e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.075933e+02 -1.795755e+01 -1.838575e+00 3.224736e+02 3.380359e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.076058e+02 -1.798089e+01 -1.875863e+00 3.233123e+02 3.518862e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.076184e+02 -1.800466e+01 -1.907627e+00 3.241678e+02 3.639039e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.076310e+02 -1.802879e+01 -1.932457e+00 3.250373e+02 3.734390e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.076435e+02 -1.805317e+01 -1.948530e+00 3.259170e+02 3.796770e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.076561e+02 -1.807769e+01 -1.954555e+00 3.268030e+02 3.820286e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.076687e+02 -1.810222e+01 -1.948532e+00 3.276903e+02 3.796779e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.076812e+02 -1.812659e+01 -1.929708e+00 3.285732e+02 3.723772e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.076938e+02 -1.815063e+01 -1.897034e+00 3.294454e+02 3.598739e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.077064e+02 -1.817417e+01 -1.849850e+00 3.303005e+02 3.421946e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.077189e+02 -1.819703e+01 -1.788143e+00 3.311319e+02 3.197455e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.077315e+02 -1.821902e+01 -1.711778e+00 3.319326e+02 2.930182e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.077441e+02 -1.823996e+01 -1.621205e+00 3.326961e+02 2.628305e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.077566e+02 -1.825968e+01 -1.517043e+00 3.334158e+02 2.301420e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.077692e+02 -1.827800e+01 -1.400043e+00 3.340854e+02 1.960119e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.077818e+02 -1.829479e+01 -1.271889e+00 3.346993e+02 1.617701e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.077943e+02 -1.830991e+01 -1.133838e+00 3.352527e+02 1.285589e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.078069e+02 -1.832324e+01 -9.880899e-01 3.357411e+02 9.763216e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.078195e+02 -1.833470e+01 -8.354869e-01 3.361611e+02 6.980383e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.078320e+02 -1.834420e+01 -6.780602e-01 3.365097e+02 4.597657e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.078446e+02 -1.835171e+01 -5.167404e-01 3.367852e+02 2.670207e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.078572e+02 -1.835717e+01 -3.531315e-01 3.369858e+02 1.247019e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.078697e+02 -1.836058e+01 -1.884307e-01 3.371108e+02 3.550612e-02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.078823e+02 -1.836191e+01 -2.430764e-02 3.371599e+02 5.908613e-04 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.078949e+02 -1.836120e+01 1.383311e-01 3.371335e+02 1.913548e-02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.079074e+02 -1.835845e+01 2.982056e-01 3.370327e+02 8.892659e-02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.079200e+02 -1.835372e+01 4.539380e-01 3.368592e+02 2.060597e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.079326e+02 -1.834707e+01 6.042836e-01 3.366151e+02 3.651586e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.079451e+02 -1.833858e+01 7.479969e-01 3.363033e+02 5.594994e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.079577e+02 -1.832832e+01 8.841342e-01 3.359273e+02 7.816932e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.079703e+02 -1.831641e+01 1.011094e+00 3.354909e+02 1.022312e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.079828e+02 -1.830297e+01 1.127629e+00 3.349987e+02 1.271547e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.079954e+02 -1.828814e+01 1.232540e+00 3.344561e+02 1.519154e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.080080e+02 -1.827207e+01 1.324750e+00 3.338685e+02 1.754963e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.080205e+02 -1.825493e+01 1.403284e+00 3.332424e+02 1.969205e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.080331e+02 -1.823689e+01 1.467029e+00 3.325843e+02 2.152173e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.080457e+02 -1.821815e+01 1.515449e+00 3.319011e+02 2.296585e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.080582e+02 -1.819890e+01 1.548441e+00 3.312000e+02 2.397669e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.080708e+02 -1.817933e+01 1.566462e+00 3.304879e+02 2.453802e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.080834e+02 -1.815962e+01 1.569864e+00 3.297719e+02 2.464473e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.080959e+02 -1.813997e+01 1.558245e+00 3.290584e+02 2.428128e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.081085e+02 -1.812055e+01 1.532677e+00 3.283542e+02 2.349097e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.081211e+02 -1.810153e+01 1.494040e+00 3.276654e+02 2.232155e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.081336e+02 -1.808307e+01 1.443341e+00 3.269976e+02 2.083234e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.081462e+02 -1.806532e+01 1.382163e+00 3.263559e+02 1.910374e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.081588e+02 -1.804840e+01 1.310840e+00 3.257448e+02 1.718302e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.081713e+02 -1.803243e+01 1.230637e+00 3.251687e+02 1.514468e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.081839e+02 -1.801752e+01 1.142690e+00 3.246311e+02 1.305740e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.081965e+02 -1.800376e+01 1.047546e+00 3.241353e+02 1.097352e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.082090e+02 -1.799123e+01 9.464859e-01 3.236844e+02 8.958355e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.082216e+02 -1.798001e+01 8.400805e-01 3.232806e+02 7.057353e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.082342e+02 -1.797015e+01 7.288218e-01 3.229261e+02 5.311812e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.082467e+02 -1.796172e+01 6.127247e-01 3.226233e+02 3.754316e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.082593e+02 -1.795477e+01 4.920741e-01 3.223739e+02 2.421369e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.082719e+02 -1.794938e+01 3.673840e-01 3.221801e+02 1.349710e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.082844e+02 -1.794557e+01 2.384039e-01 3.220434e+02 5.683643e-02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.082970e+02 -1.794341e+01 1.048692e-01 3.219660e+02 1.099756e-02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.083095e+02 -1.794296e+01 -3.332971e-02 3.219498e+02 1.110870e-03 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.083221e+02 -1.794427e+01 -1.754458e-01 3.219969e+02 3.078122e-02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.083347e+02 -1.794740e+01 -3.220044e-01 3.221091e+02 1.036869e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.083473e+02 -1.795239e+01 -4.725687e-01 3.222883e+02 2.233212e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.083598e+02 -1.795930e+01 -6.269951e-01 3.225365e+02 3.931229e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.083724e+02 -1.796817e+01 -7.850512e-01 3.228553e+02 6.163054e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.083849e+02 -1.797905e+01 -9.461790e-01 3.232463e+02 8.952547e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.083975e+02 -1.799197e+01 -1.110131e+00 3.237111e+02 1.232390e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.084101e+02 -1.800697e+01 -1.275906e+00 3.242508e+02 1.627937e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.084226e+02 -1.802405e+01 -1.442215e+00 3.248662e+02 2.079985e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.084352e+02 -1.804321e+01 -1.607995e+00 3.255575e+02 2.585646e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.084478e+02 -1.806445e+01 -1.771325e+00 3.263242e+02 3.137594e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.084604e+02 -1.808770e+01 -1.929958e+00 3.271650e+02 3.724736e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.084729e+02 -1.811291e+01 -2.081742e+00 3.280775e+02 4.333648e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.084855e+02 -1.813997e+01 -2.223993e+00 3.290584e+02 4.946145e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.084980e+02 -1.816873e+01 -2.354297e+00 3.301029e+02 5.542713e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.085106e+02 -1.819905e+01 -2.469865e+00 3.312052e+02 6.100232e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.085232e+02 -1.823071e+01 -2.568931e+00 3.323587e+02 6.599406e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.085357e+02 -1.826350e+01 -2.649571e+00 3.335554e+02 7.020225e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.085483e+02 -1.829718e+01 -2.710991e+00 3.347868e+02 7.349472e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.085609e+02 -1.833151e+01 -2.753559e+00 3.360443e+02 7.582089e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.085734e+02 -1.836627e+01 -2.778491e+00 3.373199e+02 7.720010e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.085860e+02 -1.840125e+01 -2.787539e+00 3.386058e+02 7.770371e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.085986e+02 -1.843624e+01 -2.782856e+00 3.398951e+02 7.744286e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.086111e+02 -1.847112e+01 -2.767545e+00 3.411822e+02 7.659308e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.086237e+02 -1.850576e+01 -2.745000e+00 3.424630e+02 7.535026e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.086363e+02 -1.854009e+01 -2.719030e+00 3.437349e+02 7.393125e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.086488e+02 -1.857409e+01 -2.693185e+00 3.449969e+02 7.253245e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.086614e+02 -1.860779e+01 -2.669791e+00 3.462498e+02 7.127785e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.086740e+02 -1.864123e+01 -2.651774e+00 3.474953e+02 7.031908e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.086865e+02 -1.867448e+01 -2.641304e+00 3.487364e+02 6.976488e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.086991e+02 -1.870767e+01 -2.640223e+00 3.499768e+02 6.970777e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.087117e+02 -1.874090e+01 -2.649179e+00 3.512213e+02 7.018150e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.087242e+02 -1.877431e+01 -2.668775e+00 3.524748e+02 7.122358e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.087368e+02 -1.880804e+01 -2.698788e+00 3.537423e+02 7.283455e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.087494e+02 -1.884220e+01 -2.738311e+00 3.550285e+02 7.498346e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.087619e+02 -1.887691e+01 -2.785913e+00 3.563377e+02 7.761312e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.087745e+02 -1.891225e+01 -2.838763e+00 3.576732e+02 8.058574e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.087871e+02 -1.894827e+01 -2.894737e+00 3.590371e+02 8.379501e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.087996e+02 -1.898500e+01 -2.949844e+00 3.604302e+02 8.701580e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.088122e+02 -1.902238e+01 -3.000016e+00 3.618510e+02 9.000094e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.088248e+02 -1.906034e+01 -3.040870e+00 3.632965e+02 9.246890e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.088373e+02 -1.909872e+01 -3.068069e+00 3.647613e+02 9.413047e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.088499e+02 -1.913734e+01 -3.077457e+00 3.662377e+02 9.470741e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.088625e+02 -1.917594e+01 -3.065714e+00 3.677166e+02 9.398604e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.088750e+02 -1.921424e+01 -3.030382e+00 3.691871e+02 9.183214e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.088876e+02 -1.925195e+01 -2.970696e+00 3.706374e+02 8.825037e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.089002e+02 -1.928875e+01 -2.886776e+00 3.720558e+02 8.333475e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.089127e+02 -1.932435e+01 -2.779732e+00 3.734305e+02 7.726909e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.089253e+02 -1.935848e+01 -2.652019e+00 3.747507e+02 7.033202e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.089379e+02 -1.939089e+01 -2.506727e+00 3.760066e+02 6.283679e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.089504e+02 -1.942139e+01 -2.347283e+00 3.771903e+02 5.509738e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.089630e+02 -1.944981e+01 -2.176622e+00 3.782951e+02 4.737683e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.089756e+02 -1.947604e+01 -1.997383e+00 3.793161e+02 3.989538e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.089881e+02 -1.949998e+01 -1.812916e+00 3.802490e+02 3.286665e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.090007e+02 -1.952158e+01 -1.625129e+00 3.810920e+02 2.641043e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.090133e+02 -1.954081e+01 -1.435586e+00 3.818433e+02 2.060907e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.090258e+02 -1.955766e+01 -1.246372e+00 3.825022e+02 1.553443e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.090384e+02 -1.957214e+01 -1.058421e+00 3.830687e+02 1.120256e+00 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
1.090510e+02 -1.958427e+01 -8.719523e-01 3.835436e+02 7.603008e-01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
