#./double_munderdamped_3d --dev=1 --amp=200.0 --omega=1 --mass=0.0 --force=0 --Dg=0.01 --block=256 --paths=1024 --periods=1000 --trans=100 --samples=10000 --spp=10000 --algorithm=euler --pav=1 --mode=moments --domain=1d --domainx=g:-3:0:300:1 --domainy=s:-1:2:100:1 --domainz=a:-1:2.5:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=5.0 --zeta=0.2 --comp=0 --mean=1.0 --second=20.0 --skew=0.99 --distribution=s>> 1D_double_g:-3:0:300:1_20.0_5.0_0.99_1.0_200.0.dat
#g <<v>> <<v^2>> qnu(q) mu_q Dx Gx Gv EBx EBv
1.000000e-03 4.414433e-01 7.400891e+04 9.358538e-01 7.213041e+05 5.739956e+01 -1.917091e-02 7.458265e+01 1.648967e-04 1.058394e-01
1.023293e-03 4.469746e-01 7.155670e+04 9.149212e-01 6.917787e+05 5.505000e+01 -2.126396e-02 1.396985e+02 1.568808e-04 1.019979e-01
1.047129e-03 4.610799e-01 6.929756e+04 9.470822e-01 7.665123e+05 6.099711e+01 -1.988828e-02 7.669155e+01 1.559085e-04 1.019348e-01
1.071519e-03 4.743070e-01 6.705808e+04 1.007794e+00 7.572788e+05 6.026233e+01 -3.791745e-02 8.461333e+01 1.593506e-04 9.420940e-02
1.096478e-03 4.885522e-01 6.494373e+04 9.691282e-01 7.128470e+05 5.672656e+01 -4.793659e-02 1.169796e+02 1.518285e-04 8.627003e-02
1.122018e-03 5.059690e-01 6.291339e+04 9.151540e-01 7.074190e+05 5.629461e+01 1.713019e-02 8.232169e+01 1.454770e-04 7.994111e-02
1.148154e-03 5.143027e-01 6.097887e+04 9.508785e-01 7.943793e+05 6.321469e+01 -3.247886e-02 7.562981e+01 1.503209e-04 8.438110e-02
1.174898e-03 5.230311e-01 5.908549e+04 9.239171e-01 7.112762e+05 5.660156e+01 -1.869134e-02 4.273118e+01 1.560435e-04 7.292456e-02
1.202264e-03 5.389632e-01 5.728202e+04 9.185200e-01 7.160212e+05 5.697916e+01 -4.676464e-03 8.332556e+01 1.471501e-04 6.888329e-02
1.230269e-03 5.470564e-01 5.554354e+04 9.347783e-01 7.627396e+05 6.069689e+01 -5.776673e-02 6.450148e+01 1.589252e-04 7.312238e-02
1.258925e-03 5.579099e-01 5.387982e+04 9.725141e-01 7.786667e+05 6.196433e+01 -5.422839e-02 1.109994e+02 1.529079e-04 6.985759e-02
1.288250e-03 5.677440e-01 5.224939e+04 9.112953e-01 6.831659e+05 5.436461e+01 7.934075e-03 9.256342e+01 1.563616e-04 5.974984e-02
1.318257e-03 5.809524e-01 5.071467e+04 1.009881e+00 7.531568e+05 5.993431e+01 -7.997029e-02 7.665735e+01 1.591675e-04 6.321427e-02
1.348963e-03 5.975792e-01 4.923490e+04 9.655864e-01 7.341081e+05 5.841847e+01 -5.023934e-03 6.556327e+01 1.543372e-04 6.009571e-02
1.380384e-03 6.192090e-01 4.781099e+04 9.461432e-01 6.931127e+05 5.515615e+01 -4.634729e-02 5.426578e+01 1.475545e-04 5.178422e-02
1.412538e-03 6.172044e-01 4.639001e+04 9.471094e-01 7.374690e+05 5.868592e+01 -5.501020e-02 1.872651e+02 1.583230e-04 5.438454e-02
1.445440e-03 6.190250e-01 4.503439e+04 8.797027e-01 6.620668e+05 5.268560e+01 1.707155e-02 4.046275e+01 1.558886e-04 4.729009e-02
1.479108e-03 6.471975e-01 4.375071e+04 9.060859e-01 6.833510e+05 5.437934e+01 -3.626743e-02 1.066896e+02 1.592499e-04 4.602705e-02
1.513561e-03 6.611313e-01 4.251568e+04 9.467766e-01 7.399215e+05 5.888108e+01 2.511311e-02 1.313219e+02 1.567547e-04 4.806642e-02
1.548817e-03 6.701481e-01 4.129677e+04 9.943547e-01 7.375951e+05 5.869595e+01 -2.670420e-03 5.197779e+01 1.662643e-04 4.743257e-02
1.584893e-03 6.821830e-01 4.014681e+04 9.486079e-01 6.951853e+05 5.532109e+01 8.226813e-02 4.916286e+01 1.419653e-04 4.315456e-02
1.621810e-03 6.996081e-01 3.902194e+04 9.544715e-01 7.306994e+05 5.814721e+01 -2.825656e-03 1.805468e+02 1.563065e-04 4.266600e-02
1.659587e-03 7.082991e-01 3.793382e+04 9.361373e-01 7.099492e+05 5.649596e+01 -4.254711e-02 1.578114e+02 1.623521e-04 4.057754e-02
1.698244e-03 7.160540e-01 3.689056e+04 9.662203e-01 6.943123e+05 5.525162e+01 7.503778e-02 9.767136e+01 1.678574e-04 3.793917e-02
1.737801e-03 7.340553e-01 3.586487e+04 1.026044e+00 7.260308e+05 5.777569e+01 2.681438e-03 6.872104e+01 1.711972e-04 3.881030e-02
1.778279e-03 7.486202e-01 3.487683e+04 9.665922e-01 6.711259e+05 5.340650e+01 4.301195e-02 3.849157e+01 1.619476e-04 3.464020e-02
1.819701e-03 7.652086e-01 3.392143e+04 9.520092e-01 7.076460e+05 5.631267e+01 2.801736e-02 2.320940e+02 1.587108e-04 3.518010e-02
1.862087e-03 7.598159e-01 3.297081e+04 9.060075e-01 6.718180e+05 5.346157e+01 -2.304674e-02 5.320708e+01 1.619924e-04 3.275574e-02
1.905461e-03 7.900608e-01 3.210696e+04 9.701875e-01 7.078058e+05 5.632540e+01 3.991430e-02 3.980581e+01 1.566127e-04 3.155004e-02
1.949845e-03 7.954387e-01 3.120561e+04 9.869522e-01 6.794809e+05 5.407137e+01 -2.709985e-02 8.642052e+01 1.432916e-04 3.066287e-02
1.995262e-03 8.077177e-01 3.036441e+04 8.662713e-01 5.859621e+05 4.662938e+01 7.024287e-02 7.761679e+01 1.570354e-04 2.603133e-02
2.041738e-03 8.318371e-01 2.960266e+04 9.440957e-01 6.413573e+05 5.103759e+01 3.434674e-02 3.797163e+01 1.508666e-04 2.610930e-02
2.089296e-03 8.422061e-01 2.876589e+04 1.000712e+00 6.940283e+05 5.522901e+01 1.175736e-01 3.110699e+01 1.441295e-04 2.768580e-02
2.137962e-03 8.508045e-01 2.800588e+04 9.966469e-01 6.854034e+05 5.454267e+01 -2.983325e-02 1.331993e+02 1.656568e-04 2.775108e-02
2.187762e-03 8.732194e-01 2.727339e+04 9.108251e-01 6.496870e+05 5.170045e+01 3.748353e-02 3.771095e+01 1.525324e-04 2.351056e-02
2.238721e-03 8.900063e-01 2.654171e+04 9.788756e-01 6.685500e+05 5.320152e+01 2.824337e-02 4.075011e+01 1.577923e-04 2.407198e-02
2.290868e-03 9.059168e-01 2.585425e+04 9.221151e-01 6.274558e+05 4.993134e+01 4.832740e-02 8.039396e+01 1.512433e-04 2.189510e-02
2.344229e-03 9.209981e-01 2.517595e+04 1.030481e+00 6.815104e+05 5.423287e+01 -2.795672e-02 4.307598e+01 1.648112e-04 2.324856e-02
2.398833e-03 9.421911e-01 2.451014e+04 8.998852e-01 6.156988e+05 4.899576e+01 -9.169570e-03 2.778595e+01 1.511291e-04 1.924405e-02
2.454709e-03 9.593093e-01 2.387591e+04 9.229102e-01 6.347360e+05 5.051068e+01 2.919497e-02 2.892105e+01 1.469825e-04 1.918789e-02
2.511886e-03 9.721138e-01 2.325760e+04 9.701528e-01 6.223492e+05 4.952498e+01 8.062249e-02 4.867639e+01 1.503969e-04 1.936406e-02
2.570396e-03 9.889503e-01 2.265645e+04 1.008284e+00 6.536888e+05 5.201890e+01 3.500028e-02 2.842409e+01 1.581100e-04 1.897110e-02
2.630268e-03 1.009024e+00 2.206401e+04 1.000770e+00 6.703623e+05 5.334574e+01 -6.169221e-02 3.679380e+01 1.619443e-04 1.929922e-02
2.691535e-03 1.021933e+00 2.150548e+04 9.312511e-01 5.742588e+05 4.569806e+01 7.821090e-02 9.315666e+01 1.590058e-04 1.630203e-02
2.754229e-03 1.045891e+00 2.095606e+04 9.576754e-01 6.559663e+05 5.220013e+01 -6.373591e-02 5.467207e+01 1.575273e-04 1.697776e-02
2.818383e-03 1.072538e+00 2.042001e+04 9.725319e-01 6.800703e+05 5.411827e+01 8.028584e-02 8.092266e+01 1.609580e-04 1.660903e-02
2.884032e-03 1.083914e+00 1.990498e+04 9.685831e-01 6.668264e+05 5.306436e+01 -2.159711e-02 5.072273e+01 1.478229e-04 1.590044e-02
2.951209e-03 1.104048e+00 1.940700e+04 1.012989e+00 6.527508e+05 5.194426e+01 -6.725491e-02 9.494403e+01 1.576641e-04 1.550813e-02
3.019952e-03 1.118145e+00 1.890022e+04 9.495529e-01 6.365232e+05 5.065291e+01 -2.350010e-02 3.711867e+01 1.515063e-04 1.420129e-02
3.090295e-03 1.144440e+00 1.843036e+04 9.898151e-01 6.540361e+05 5.204654e+01 7.231904e-02 1.022921e+02 1.614148e-04 1.446921e-02
3.162278e-03 1.162475e+00 1.796689e+04 9.349513e-01 6.229059e+05 4.956928e+01 -5.190693e-02 3.306324e+01 1.540394e-04 1.304171e-02
3.235937e-03 1.190688e+00 1.752202e+04 9.890785e-01 6.331400e+05 5.038368e+01 1.014134e-02 3.389502e+01 1.508732e-04 1.243838e-02
3.311311e-03 1.215173e+00 1.709232e+04 1.088886e+00 6.724754e+05 5.351389e+01 2.247711e-03 3.533407e+01 1.553716e-04 1.273246e-02
3.388442e-03 1.231742e+00 1.664326e+04 9.764654e-01 6.305847e+05 5.018034e+01 3.750278e-02 2.813379e+01 1.610371e-04 1.239127e-02
3.467369e-03 1.254740e+00 1.623988e+04 1.029752e+00 6.448940e+05 5.131903e+01 -5.713160e-02 4.894275e+01 1.421957e-04 1.152872e-02
3.548134e-03 1.272513e+00 1.583088e+04 9.981798e-01 6.270734e+05 4.990091e+01 -3.846202e-02 1.874655e+01 1.492422e-04 1.126594e-02
3.630781e-03 1.300041e+00 1.545152e+04 9.395453e-01 6.088587e+05 4.845143e+01 3.800765e-02 4.711736e+01 1.510890e-04 1.020249e-02
3.715352e-03 1.328700e+00 1.506143e+04 1.002650e+00 6.316173e+05 5.026251e+01 -2.388472e-03 2.497935e+01 1.581105e-04 1.003254e-02
3.801894e-03 1.343792e+00 1.468400e+04 1.032175e+00 6.075879e+05 4.835030e+01 5.835585e-02 3.006996e+01 1.514989e-04 9.904105e-03
3.890451e-03 1.377969e+00 1.432777e+04 9.973349e-01 6.206161e+05 4.938706e+01 -7.590177e-02 2.414318e+01 1.439983e-04 9.481703e-03
3.981072e-03 1.398465e+00 1.397797e+04 9.616558e-01 5.977699e+05 4.756902e+01 -4.487942e-02 2.663960e+01 1.487993e-04 8.698082e-03
4.073803e-03 1.424262e+00 1.363210e+04 9.966619e-01 6.180490e+05 4.918278e+01 -1.956720e-02 9.267039e+01 1.561134e-04 8.362388e-03
4.168694e-03 1.450098e+00 1.330133e+04 9.847012e-01 6.153026e+05 4.896423e+01 1.894812e-01 5.599689e+01 1.572819e-04 8.099240e-03
4.265795e-03 1.478973e+00 1.297377e+04 1.023075e+00 6.436899e+05 5.122321e+01 1.172955e-01 3.663977e+01 1.563648e-04 8.374500e-03
4.365158e-03 1.508450e+00 1.265954e+04 1.000394e+00 5.814225e+05 4.626814e+01 -4.712484e-02 8.457710e+01 1.621822e-04 7.166584e-03
4.466836e-03 1.525227e+00 1.234760e+04 9.621969e-01 5.863260e+05 4.665834e+01 -5.150261e-02 3.094618e+01 1.519788e-04 7.036085e-03
4.570882e-03 1.558591e+00 1.205486e+04 9.814035e-01 5.768469e+05 4.590401e+01 8.414527e-02 3.796806e+01 1.453716e-04 6.788064e-03
4.677351e-03 1.590353e+00 1.175939e+04 9.098565e-01 5.348282e+05 4.256028e+01 1.330821e-01 6.077223e+01 1.524696e-04 6.093262e-03
4.786301e-03 1.623193e+00 1.149030e+04 1.060760e+00 6.024073e+05 4.793805e+01 1.647384e-01 5.202067e+01 1.613849e-04 6.614624e-03
4.897788e-03 1.642839e+00 1.120642e+04 9.617025e-01 5.763634e+05 4.586554e+01 1.639953e-02 5.381677e+01 1.536976e-04 6.011960e-03
5.011872e-03 1.671709e+00 1.092695e+04 9.877691e-01 5.903967e+05 4.698227e+01 2.045482e-01 4.911133e+01 1.645084e-04 6.046197e-03
5.128614e-03 1.701921e+00 1.066791e+04 1.005593e+00 5.714441e+05 4.547408e+01 -5.982603e-02 5.165168e+01 1.511504e-04 5.440927e-03
5.248075e-03 1.740376e+00 1.041915e+04 9.115752e-01 5.132017e+05 4.083930e+01 6.762810e-02 2.946539e+01 1.455463e-04 4.856789e-03
5.370318e-03 1.772827e+00 1.016841e+04 9.999233e-01 5.592237e+05 4.450161e+01 1.684187e-02 5.549315e+01 1.652230e-04 5.144854e-03
5.495409e-03 1.804958e+00 9.916570e+03 9.759635e-01 5.655240e+05 4.500297e+01 -2.645002e-03 2.505673e+01 1.573562e-04 4.928919e-03
5.623413e-03 1.835082e+00 9.683673e+03 9.539869e-01 5.393267e+05 4.291825e+01 2.811937e-02 1.724937e+01 1.413421e-04 4.431924e-03
5.754399e-03 1.865375e+00 9.456737e+03 9.521730e-01 5.000495e+05 3.979268e+01 -1.244833e-01 1.923572e+01 1.360644e-04 4.032774e-03
5.888437e-03 1.896060e+00 9.230657e+03 9.085493e-01 5.069475e+05 4.034160e+01 1.784038e-01 5.203106e+01 1.565490e-04 4.146706e-03
6.025596e-03 1.940612e+00 9.023134e+03 1.028558e+00 5.545604e+05 4.413051e+01 9.591480e-02 8.031135e+01 1.662223e-04 4.091240e-03
6.165950e-03 1.969021e+00 8.793152e+03 9.862509e-01 5.405655e+05 4.301684e+01 -6.837614e-02 2.031245e+01 1.565077e-04 3.896248e-03
6.309573e-03 2.010840e+00 8.591633e+03 9.754598e-01 5.383190e+05 4.283807e+01 -4.490139e-03 2.056537e+01 1.458241e-04 3.695739e-03
6.456542e-03 2.042610e+00 8.381977e+03 9.662875e-01 5.121301e+05 4.075402e+01 -7.307080e-02 1.590972e+01 1.485859e-04 3.364602e-03
6.606934e-03 2.075472e+00 8.187782e+03 1.003404e+00 5.122002e+05 4.075960e+01 -1.298405e-02 1.139818e+01 1.584982e-04 3.357404e-03
6.760830e-03 2.115262e+00 7.999223e+03 9.742113e-01 4.969854e+05 3.954884e+01 -2.538552e-02 1.164712e+01 1.507631e-04 3.227904e-03
6.918310e-03 2.149974e+00 7.808795e+03 9.495366e-01 4.818074e+05 3.834101e+01 -6.698342e-02 5.111647e+01 1.513678e-04 2.943177e-03
7.079458e-03 2.194336e+00 7.628581e+03 9.880156e-01 5.064755e+05 4.030404e+01 -2.720519e-02 2.465398e+01 1.471301e-04 2.991980e-03
7.244360e-03 2.226710e+00 7.441894e+03 9.868808e-01 4.794622e+05 3.815439e+01 -6.520766e-02 2.109839e+01 1.549903e-04 2.796211e-03
7.413102e-03 2.272471e+00 7.274395e+03 9.667982e-01 4.782079e+05 3.805458e+01 -5.502422e-02 2.301018e+01 1.531875e-04 2.588058e-03
7.585776e-03 2.313198e+00 7.105691e+03 9.768052e-01 4.688283e+05 3.730817e+01 -2.029796e-02 1.197526e+01 1.560050e-04 2.400542e-03
7.762471e-03 2.352540e+00 6.935171e+03 9.680154e-01 4.588055e+05 3.651058e+01 2.648591e-02 2.133372e+01 1.525978e-04 2.346688e-03
7.943282e-03 2.399491e+00 6.777133e+03 1.009701e+00 4.701298e+05 3.741174e+01 -4.602021e-02 2.782104e+01 1.575307e-04 2.311903e-03
8.128305e-03 2.437917e+00 6.619824e+03 1.024192e+00 4.689203e+05 3.731549e+01 6.193505e-02 2.319074e+01 1.719890e-04 2.312353e-03
8.317638e-03 2.479882e+00 6.466110e+03 1.005747e+00 5.057537e+05 4.024660e+01 1.468605e-01 8.858005e+00 1.528249e-04 2.319420e-03
8.511380e-03 2.521935e+00 6.312313e+03 9.229330e-01 4.390528e+05 3.493871e+01 7.770778e-02 2.046822e+01 1.493672e-04 1.979896e-03
8.709636e-03 2.567806e+00 6.167095e+03 9.527901e-01 4.370084e+05 3.477602e+01 -3.635001e-02 1.948512e+01 1.476543e-04 1.897000e-03
8.912509e-03 2.609952e+00 6.021911e+03 1.021780e+00 4.746786e+05 3.777372e+01 -5.635843e-02 8.581637e+00 1.496763e-04 1.938637e-03
9.120108e-03 2.647871e+00 5.878033e+03 9.553942e-01 4.225213e+05 3.362317e+01 -1.013691e-01 8.983409e+00 1.596967e-04 1.726548e-03
9.332543e-03 2.698099e+00 5.746797e+03 1.041090e+00 4.405191e+05 3.505539e+01 -8.179735e-02 1.374262e+01 1.558033e-04 1.705111e-03
9.549926e-03 2.743004e+00 5.615105e+03 8.879302e-01 4.140090e+05 3.294579e+01 -2.026252e-03 1.496846e+01 1.514021e-04 1.593870e-03
9.772372e-03 2.789638e+00 5.485040e+03 9.960020e-01 4.328643e+05 3.444625e+01 -1.197645e-02 1.603024e+01 1.540942e-04 1.559166e-03
1.000000e-02 2.837896e+00 5.356939e+03 9.932883e-01 4.173232e+05 3.320952e+01 -3.369120e-02 1.067838e+01 1.583339e-04 1.545931e-03
1.023293e-02 2.884798e+00 5.236102e+03 9.419893e-01 3.917061e+05 3.117098e+01 -7.970628e-02 1.171362e+01 1.423721e-04 1.352852e-03
1.047129e-02 2.927989e+00 5.113806e+03 9.675022e-01 3.857657e+05 3.069825e+01 -1.109737e-01 1.456637e+01 1.567103e-04 1.298337e-03
