#./double_munderdamped_3d --dev=1 --amp=250.0 --omega=1 --mass=0.01 --force=0 --Dg=0.01 --block=256 --paths=1024 --periods=1000 --trans=100 --samples=10000 --spp=10000 --algorithm=euler --pav=1 --mode=moments --domain=1d --domainx=s:-1:3:300:1 --domainy=s:-1:2:100:1 --domainz=a:-1:2.5:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=5.0 --zeta=0.2 --comp=0 --mean=1.0 --second=0.1 --skew=0.99 --distribution=s>> 1D_double_s:-1:3:300:1_250.0_5.0_0.99_1.0_0.01.dat
#s <<v>> <<v^2>> qnu(q) mu_q Dx Gx Gv EBx EBv
1.359356e-01 2.477593e-07 5.471215e+01 4.031620e-01 2.978232e-03 2.370001e-07 2.469504e+01 1.879214e+01 1.858646e-04 2.416099e+03
1.401737e-01 3.715134e-08 5.596290e+01 -8.088044e-02 2.030982e-03 1.616204e-07 1.495431e+01 1.035320e+01 1.867407e-04 1.027866e+05
1.445440e-01 -7.939020e-08 5.728942e+01 1.052802e-01 2.425015e-03 1.929765e-07 2.647225e+01 1.557110e+01 1.761919e-04 2.053765e+04
1.490505e-01 -4.126579e-07 5.873040e+01 -2.759120e-01 1.769391e-03 1.408037e-07 1.228045e+01 1.371747e+01 1.746805e-04 7.268727e+02
1.536975e-01 -4.039697e-07 6.008084e+01 -1.547111e-02 2.302002e-03 1.831875e-07 1.781339e+01 2.274248e+01 1.794355e-04 9.223242e+02
1.584893e-01 4.637574e-07 6.151949e+01 -1.050793e-01 2.081434e-03 1.656353e-07 1.309867e+01 2.909050e+01 1.904093e-04 5.026555e+02
1.634306e-01 5.463086e-07 6.297927e+01 -5.664029e-02 2.290053e-03 1.822366e-07 9.138693e+00 2.706972e+01 1.759362e-04 4.624711e+02
1.685259e-01 -8.311590e-08 6.458902e+01 -1.631145e-02 2.489191e-03 1.980835e-07 9.293733e+00 1.228502e+01 1.660045e-04 2.223643e+04
1.737801e-01 -5.195891e-09 6.618309e+01 -5.280296e-02 2.448848e-03 1.948731e-07 1.229136e+01 3.003691e+01 1.756276e-04 6.087202e+06
1.791981e-01 -3.802632e-07 6.780286e+01 -3.985048e-02 2.588855e-03 2.060145e-07 2.150346e+01 8.650278e+00 1.633375e-04 1.249872e+03
1.847850e-01 1.087261e-06 6.954045e+01 4.014540e-01 3.698554e-03 2.943216e-07 1.366919e+01 1.172355e+01 1.949228e-04 1.418217e+02
1.905461e-01 1.106604e-06 7.123452e+01 6.092398e-01 4.808135e-03 3.826192e-07 1.738136e+01 1.108981e+01 1.826973e-04 2.048772e+02
1.964868e-01 4.868795e-07 7.304452e+01 -1.799254e-02 2.794435e-03 2.223741e-07 1.067034e+01 2.152168e+01 1.888039e-04 7.286906e+02
2.026127e-01 6.124910e-07 7.489612e+01 1.641609e-01 3.315735e-03 2.638578e-07 2.124690e+01 6.388981e+00 1.745466e-04 4.531297e+02
2.089296e-01 -3.809192e-07 7.679624e+01 -3.367792e-01 2.243994e-03 1.785713e-07 1.109534e+01 3.125478e+01 1.860585e-04 1.279726e+03
2.154435e-01 6.444961e-08 7.872408e+01 -2.215531e-01 2.635243e-03 2.097060e-07 1.213058e+01 2.079714e+01 1.726124e-04 5.103944e+04
2.221604e-01 -4.467373e-07 8.084287e+01 -4.952315e-01 2.057223e-03 1.637086e-07 1.249789e+01 1.542701e+01 1.780391e-04 8.978333e+02
2.290868e-01 6.344418e-08 8.292516e+01 1.534087e-02 3.180068e-03 2.530618e-07 1.241433e+01 2.949147e+01 1.799231e-04 4.454301e+04
2.362291e-01 -2.157718e-07 8.502388e+01 2.860880e-01 4.435119e-03 3.529356e-07 1.337915e+01 1.946262e+01 1.979836e-04 6.061784e+03
2.435940e-01 8.800666e-07 8.729811e+01 3.356084e-01 4.484944e-03 3.569005e-07 1.146589e+01 1.640553e+01 1.769371e-04 2.825387e+02
2.511886e-01 3.952204e-06 8.950067e+01 7.947883e-01 1.945204e-01 1.547944e-05 6.470806e+01 7.990315e+00 1.688606e-04 3.201786e+02
2.590200e-01 1.789250e-06 9.193722e+01 6.095285e-01 7.990944e-02 6.358991e-06 1.512292e+02 1.937578e+01 1.817551e-04 8.102590e+02
2.670956e-01 3.500661e-06 9.429416e+01 1.148457e+00 1.560745e-01 1.242001e-05 8.079408e+01 1.461178e+01 1.849397e-04 4.097508e+02
2.754229e-01 7.021999e-06 9.680211e+01 1.512738e+00 2.679364e-01 2.132170e-05 4.590522e+01 1.726112e+01 1.717503e-04 1.730334e+02
2.840098e-01 2.852727e-06 9.949027e+01 3.527727e-01 1.567126e-01 1.247079e-05 7.996495e+01 1.874678e+01 1.714000e-04 4.766901e+02
2.928645e-01 9.033895e-06 1.022172e+02 1.667085e+00 3.106564e-01 2.472125e-05 3.960294e+01 1.229940e+01 1.900270e-04 1.214686e+02
3.019952e-01 3.767406e-06 1.048917e+02 6.798793e-01 1.571385e-01 1.250468e-05 8.000885e+01 2.084710e+01 1.706316e-04 2.663416e+02
3.114106e-01 3.437093e-06 1.076721e+02 1.554460e+00 1.217536e-01 9.688842e-06 1.009546e+02 1.468671e+01 1.793759e-04 3.369489e+02
3.211195e-01 7.040203e-06 1.106629e+02 9.757123e-01 2.718683e-01 2.163459e-05 4.552030e+01 1.941930e+01 1.835900e-04 1.486581e+02
3.311311e-01 1.341742e-05 1.136995e+02 1.799041e+00 4.747782e-01 3.778165e-05 2.666289e+01 1.348654e+01 1.675622e-04 8.291658e+01
3.414549e-01 9.769764e-06 1.167124e+02 2.193293e+00 3.461514e-01 2.754585e-05 3.541106e+01 2.893805e+01 1.837574e-04 1.147447e+02
3.521005e-01 1.245704e-05 1.198837e+02 7.590071e-01 5.343692e-01 4.252375e-05 2.242148e+01 1.542667e+01 1.798036e-04 9.457766e+01
3.630781e-01 1.955643e-05 1.232955e+02 1.012085e+00 7.210560e-01 5.737981e-05 1.608107e+01 2.006376e+01 1.798129e-04 5.641159e+01
3.743978e-01 6.490602e-06 1.266708e+02 1.499804e+00 2.352728e-01 1.872241e-05 5.358353e+01 6.660499e+01 1.806899e-04 1.770604e+02
3.860705e-01 1.143068e-05 1.301072e+02 1.428464e+00 3.840083e-01 3.055841e-05 3.134793e+01 9.883075e+00 1.822838e-04 9.397231e+01
3.981072e-01 2.078396e-05 1.337561e+02 8.244925e-01 9.411390e-01 7.489346e-05 1.187859e+01 1.037011e+01 1.751940e-04 5.314380e+01
4.105191e-01 4.560524e-05 1.374576e+02 1.010267e+00 1.730625e+00 1.377188e-04 5.560637e+00 2.340527e+01 1.744189e-04 2.359945e+01
4.233179e-01 4.162413e-05 1.412571e+02 8.515608e-01 1.661780e+00 1.322403e-04 5.901045e+00 8.983302e+00 1.793607e-04 2.556772e+01
4.365158e-01 3.431989e-05 1.452341e+02 1.053261e+00 1.267870e+00 1.008939e-04 8.311774e+00 3.629626e+01 1.798112e-04 3.206920e+01
4.501252e-01 5.700248e-05 1.493901e+02 9.237793e-01 2.113523e+00 1.681888e-04 4.198019e+00 2.072953e+01 1.646841e-04 1.840114e+01
4.641589e-01 6.413836e-05 1.535842e+02 8.323895e-01 2.515696e+00 2.001927e-04 3.213679e+00 1.301636e+01 1.823459e-04 1.629356e+01
4.786301e-01 7.432832e-05 1.578830e+02 8.978910e-01 2.854196e+00 2.271297e-04 2.617196e+00 1.627282e+01 1.883450e-04 1.411441e+01
4.935525e-01 9.105311e-05 1.622520e+02 1.203325e+00 3.219960e+00 2.562362e-04 2.632282e+00 3.369695e+01 1.896199e-04 1.157939e+01
5.089401e-01 1.075824e-04 1.669008e+02 1.026922e+00 3.978244e+00 3.165786e-04 1.978160e+00 1.705425e+01 1.605764e-04 9.584115e+00
5.248075e-01 1.048855e-04 1.718545e+02 9.295301e-01 4.077679e+00 3.244914e-04 2.543154e+00 2.283930e+01 1.611451e-04 1.006950e+01
5.411695e-01 1.381713e-04 1.766169e+02 1.005047e+00 6.177554e+00 4.915941e-04 3.497536e+00 1.164762e+01 1.822030e-04 8.570346e+00
5.580417e-01 1.896966e-04 1.816728e+02 1.050892e+00 7.433138e+00 5.915103e-04 1.399817e+00 1.377696e+01 1.711188e-04 5.822886e+00
5.754399e-01 2.196348e-04 1.866582e+02 1.069739e+00 9.156596e+00 7.286588e-04 1.442215e+00 2.015797e+01 1.751667e-04 5.212821e+00
5.933806e-01 2.949970e-04 1.922176e+02 9.338191e-01 1.077546e+01 8.574835e-04 5.316502e-01 1.357072e+01 1.763688e-04 3.473748e+00
6.118806e-01 3.038326e-04 1.976038e+02 1.021666e+00 1.122350e+01 8.931376e-04 4.814281e-01 7.795599e+00 1.812812e-04 3.475269e+00
6.309573e-01 3.464681e-04 2.032066e+02 1.018481e+00 1.326872e+01 1.055891e-03 8.722754e-01 1.267806e+01 1.819873e-04 3.228823e+00
6.506289e-01 4.535373e-04 2.091468e+02 9.545458e-01 1.758679e+01 1.399512e-03 6.375371e-01 1.061621e+01 1.782721e-04 2.461399e+00
6.709137e-01 5.799206e-04 2.153245e+02 1.023437e+00 2.285326e+01 1.818605e-03 5.268957e-01 9.610817e+00 1.734644e-04 1.975446e+00
6.918310e-01 6.668129e-04 2.214536e+02 9.966772e-01 2.515925e+01 2.002110e-03 3.322822e-01 5.020191e+01 1.724256e-04 1.616772e+00
7.134004e-01 8.354611e-04 2.277574e+02 9.489181e-01 3.303495e+01 2.628838e-03 1.639672e-02 1.909068e+01 1.739738e-04 1.335890e+00
7.356423e-01 1.035762e-03 2.344253e+02 1.006225e+00 4.252429e+01 3.383975e-03 6.474884e-02 1.063601e+01 1.737351e-04 1.126464e+00
7.585776e-01 1.244537e-03 2.411754e+02 9.508864e-01 4.699316e+01 3.739597e-03 8.700749e-03 1.897009e+01 1.718752e-04 9.034544e-01
7.822280e-01 1.559266e-03 2.484032e+02 9.116364e-01 5.894541e+01 4.690727e-03 9.516100e-02 1.939030e+01 1.846607e-04 6.906650e-01
8.066157e-01 1.965367e-03 2.554516e+02 9.301663e-01 7.277418e+01 5.791185e-03 -1.456779e-01 7.519409e+00 1.622117e-04 5.359826e-01
8.317638e-01 2.404273e-03 2.629186e+02 9.079637e-01 8.370117e+01 6.660727e-03 -1.648924e-01 4.322685e+01 1.688697e-04 4.259077e-01
8.576959e-01 2.690238e-03 2.705777e+02 9.615034e-01 9.468033e+01 7.534421e-03 2.266021e-02 2.095959e+01 1.716156e-04 3.862086e-01
8.844365e-01 3.213495e-03 2.783229e+02 8.941420e-01 1.135168e+02 9.033383e-03 -6.743581e-02 1.555517e+01 1.740943e-04 3.219757e-01
9.120108e-01 3.684191e-03 2.865892e+02 9.440134e-01 1.518893e+02 1.208696e-02 -1.466437e-02 1.453839e+01 1.626981e-04 3.184949e-01
9.404449e-01 4.424583e-03 2.949241e+02 9.570330e-01 1.610449e+02 1.281555e-02 -1.418659e-02 1.046574e+01 1.717538e-04 2.368062e-01
9.697654e-01 5.341124e-03 3.035698e+02 8.812649e-01 1.940530e+02 1.544224e-02 -3.518331e-02 1.577200e+01 1.679977e-04 1.895283e-01
1.000000e+00 6.352580e-03 3.125581e+02 9.126390e-01 2.124296e+02 1.690461e-02 -8.494726e-02 9.536219e+00 1.758269e-04 1.536773e-01
1.031177e+00 7.326431e-03 3.218850e+02 1.031738e+00 2.783824e+02 2.215297e-02 -7.641902e-02 2.598222e+01 1.686690e-04 1.499229e-01
1.063327e+00 8.591765e-03 3.311040e+02 9.650857e-01 2.996450e+02 2.384499e-02 -8.421544e-02 1.735150e+01 1.613174e-04 1.194871e-01
1.096478e+00 9.999541e-03 3.412650e+02 9.608717e-01 3.643972e+02 2.899781e-02 -2.291774e-02 2.723041e+01 1.690437e-04 1.061183e-01
1.130663e+00 1.176228e-02 3.509776e+02 9.388380e-01 4.570258e+02 3.636896e-02 2.641526e-02 1.549842e+01 1.654361e-04 8.672414e-02
1.165914e+00 1.351382e-02 3.609815e+02 1.011103e+00 5.108472e+02 4.065193e-02 -6.439119e-02 1.093925e+01 1.612636e-04 7.930004e-02
1.202264e+00 1.550157e-02 3.718451e+02 9.795816e-01 5.164093e+02 4.109454e-02 -3.187358e-02 1.037461e+01 1.634832e-04 6.348501e-02
1.239748e+00 1.809787e-02 3.825932e+02 9.395317e-01 6.137314e+02 4.883919e-02 -9.840281e-02 1.358096e+01 1.571939e-04 5.205288e-02
1.278400e+00 2.050453e-02 3.940218e+02 9.747418e-01 7.582824e+02 6.034219e-02 3.897669e-02 9.099739e+00 1.654500e-04 5.056123e-02
1.318257e+00 2.427916e-02 4.059377e+02 1.003200e+00 8.560675e+02 6.812369e-02 6.820069e-02 1.102011e+01 1.695651e-04 3.947813e-02
1.359356e+00 2.710846e-02 4.174015e+02 9.866646e-01 1.052732e+03 8.377375e-02 6.405459e-02 1.913369e+01 1.688320e-04 4.121009e-02
1.401737e+00 3.091099e-02 4.302112e+02 9.334307e-01 1.085822e+03 8.640693e-02 7.502106e-02 9.911192e+00 1.728783e-04 3.190269e-02
1.445440e+00 3.548461e-02 4.426332e+02 1.078583e+00 1.520184e+03 1.209724e-01 1.523907e-01 1.163555e+01 1.701594e-04 3.511117e-02
1.490505e+00 3.995158e-02 4.553375e+02 1.015932e+00 1.485795e+03 1.182358e-01 1.690412e-01 1.580365e+01 1.581225e-04 2.661471e-02
1.536975e+00 4.559990e-02 4.694484e+02 9.180863e-01 1.574832e+03 1.253212e-01 5.938706e-02 1.643037e+01 1.578383e-04 2.098210e-02
1.584893e+00 5.076267e-02 4.832704e+02 9.153193e-01 1.859315e+03 1.479596e-01 9.948454e-02 8.972634e+00 1.722634e-04 2.033669e-02
1.634306e+00 5.704461e-02 4.973056e+02 9.474272e-01 2.073031e+03 1.649666e-01 3.409702e-01 1.120312e+01 1.617005e-04 1.781768e-02
1.685259e+00 6.431731e-02 5.121591e+02 9.121675e-01 2.293050e+03 1.824751e-01 1.626748e-01 1.160228e+01 1.739178e-04 1.597737e-02
1.737801e+00 7.140291e-02 5.271463e+02 9.281904e-01 2.634014e+03 2.096082e-01 1.102087e-01 3.813720e+01 1.540172e-04 1.440462e-02
1.791981e+00 8.017692e-02 5.425702e+02 9.314715e-01 2.960363e+03 2.355782e-01 7.101004e-02 2.648359e+01 1.657813e-04 1.328324e-02
1.847850e+00 8.908057e-02 5.589238e+02 1.034109e+00 3.795965e+03 3.020733e-01 1.986727e-01 1.395328e+01 1.656248e-04 1.340125e-02
1.905461e+00 9.874039e-02 5.755069e+02 9.903534e-01 3.917748e+03 3.117644e-01 5.535158e-02 1.116091e+01 1.692562e-04 1.143278e-02
1.964868e+00 1.097487e-01 5.926035e+02 9.174186e-01 4.204100e+03 3.345516e-01 -3.034900e-02 1.075757e+01 1.700891e-04 1.015310e-02
2.026127e+00 1.206289e-01 6.097634e+02 9.587253e-01 4.526061e+03 3.601725e-01 -1.003021e-01 1.844989e+01 1.604697e-04 9.036378e-03
2.089296e+00 1.335266e-01 6.284398e+02 9.824153e-01 5.289666e+03 4.209382e-01 -8.620156e-02 4.054045e+01 1.626779e-04 8.353719e-03
2.154435e+00 1.469426e-01 6.465580e+02 9.495826e-01 5.591087e+03 4.449245e-01 -1.900447e-02 2.503372e+01 1.499602e-04 7.371226e-03
2.221604e+00 1.618935e-01 6.659203e+02 9.613533e-01 6.192132e+03 4.927542e-01 -1.007765e-01 1.938662e+01 1.693240e-04 6.619708e-03
2.290868e+00 1.770644e-01 6.858980e+02 9.237086e-01 6.764270e+03 5.382835e-01 2.869025e-02 1.754375e+01 1.631930e-04 6.132540e-03
2.362291e+00 1.927036e-01 7.057579e+02 9.597529e-01 7.796240e+03 6.204050e-01 -4.385188e-02 1.027151e+01 1.700827e-04 6.082876e-03
2.435940e+00 2.104509e-01 7.274731e+02 9.167672e-01 8.165058e+03 6.497547e-01 -2.484132e-02 1.626974e+01 1.569094e-04 5.296355e-03
2.511886e+00 2.291226e-01 7.482065e+02 8.822954e-01 7.578586e+03 6.030847e-01 -5.443805e-02 7.997268e+00 1.471601e-04 4.214003e-03
2.590200e+00 2.491657e-01 7.709112e+02 9.462852e-01 9.298882e+03 7.399815e-01 -9.218251e-02 8.042931e+00 1.613830e-04 4.182604e-03
2.670956e+00 2.696562e-01 7.937777e+02 1.027917e+00 1.092473e+04 8.693620e-01 -1.784265e-01 3.250376e+01 1.549951e-04 4.347452e-03
2.754229e+00 2.917760e-01 8.172110e+02 9.875448e-01 1.197868e+04 9.532334e-01 -1.458372e-01 1.727263e+01 1.393888e-04 3.992497e-03
2.840098e+00 3.168211e-01 8.419974e+02 9.773764e-01 1.275569e+04 1.015065e+00 -3.943213e-02 1.529081e+01 1.461577e-04 3.546078e-03
2.928645e+00 3.410387e-01 8.663821e+02 1.004017e+00 1.524242e+04 1.212953e+00 -1.086120e-01 1.025350e+01 1.754091e-04 3.698235e-03
3.019952e+00 3.664904e-01 8.919094e+02 9.869033e-01 1.544628e+04 1.229176e+00 -1.187070e-02 2.443536e+01 1.618340e-04 3.196633e-03
3.114106e+00 3.947466e-01 9.184552e+02 9.767989e-01 1.695032e+04 1.348864e+00 -1.169076e-01 7.551193e+00 1.478237e-04 2.980149e-03
3.211195e+00 4.231555e-01 9.456590e+02 9.736538e-01 1.794086e+04 1.427688e+00 -1.362836e-01 3.882440e+01 1.389754e-04 2.903941e-03
3.311311e+00 4.540479e-01 9.738261e+02 1.065698e+00 2.135248e+04 1.699176e+00 5.250591e-03 1.402163e+01 1.541289e-04 2.829152e-03
3.414549e+00 4.862519e-01 1.003295e+03 9.696107e-01 2.071839e+04 1.648717e+00 1.712324e-02 8.701458e+01 1.504595e-04 2.394679e-03
3.521005e+00 5.194913e-01 1.032850e+03 1.009114e+00 2.246789e+04 1.787938e+00 6.968329e-02 4.127606e+01 1.506141e-04 2.309978e-03
3.630781e+00 5.516352e-01 1.063017e+03 9.904398e-01 2.167045e+04 1.724480e+00 1.775192e-03 1.573740e+01 1.554900e-04 2.062751e-03
3.743978e+00 5.894639e-01 1.095200e+03 9.969906e-01 2.559865e+04 2.037076e+00 -3.589093e-02 6.681866e+01 1.570770e-04 2.138389e-03
3.860705e+00 6.271217e-01 1.127093e+03 9.683537e-01 2.742340e+04 2.182285e+00 2.434712e-02 1.226968e+01 1.650263e-04 2.000753e-03
3.981072e+00 6.671057e-01 1.161754e+03 9.325137e-01 2.833059e+04 2.254476e+00 7.777263e-03 4.191826e+01 1.474563e-04 1.751163e-03
4.105191e+00 7.075813e-01 1.195700e+03 9.563275e-01 2.809498e+04 2.235728e+00 7.540836e-02 7.050194e+00 1.470233e-04 1.570854e-03
4.233179e+00 7.499976e-01 1.231126e+03 9.499854e-01 3.057839e+04 2.433351e+00 -2.692995e-03 1.237985e+01 1.663143e-04 1.564031e-03
4.365158e+00 7.940378e-01 1.267791e+03 1.000759e+00 3.302306e+04 2.627892e+00 8.082436e-03 7.997982e+00 1.518168e-04 1.453332e-03
4.501252e+00 8.382030e-01 1.306105e+03 9.092813e-01 3.015356e+04 2.399544e+00 1.489536e-01 1.300859e+01 1.417385e-04 1.201960e-03
4.641589e+00 8.860261e-01 1.344202e+03 9.118456e-01 3.253805e+04 2.589295e+00 9.719069e-03 1.324945e+01 1.559076e-04 1.176029e-03
4.786301e+00 9.360500e-01 1.385015e+03 8.900213e-01 3.338572e+04 2.656751e+00 2.907115e-02 8.487423e+00 1.494307e-04 1.070122e-03
4.935525e+00 9.811587e-01 1.424315e+03 9.790235e-01 4.018523e+04 3.197839e+00 1.549353e-02 1.595470e+01 1.527781e-04 1.157941e-03
5.089401e+00 1.034531e+00 1.468543e+03 9.290610e-01 3.915489e+04 3.115847e+00 -5.969388e-02 8.841773e+00 1.478496e-04 1.055091e-03
5.248075e+00 1.087574e+00 1.511690e+03 9.485989e-01 4.237314e+04 3.371947e+00 9.724099e-02 1.639609e+01 1.679589e-04 1.041667e-03
5.411695e+00 1.141342e+00 1.556185e+03 9.834243e-01 4.872914e+04 3.877742e+00 2.163879e-02 6.036183e+00 1.709593e-04 1.074853e-03
5.580417e+00 1.196770e+00 1.603478e+03 9.293611e-01 4.600587e+04 3.661031e+00 2.732500e-02 2.433789e+01 1.519611e-04 8.984106e-04
5.754399e+00 1.255420e+00 1.651318e+03 8.223677e-01 4.207507e+04 3.348227e+00 5.271441e-02 6.856972e+00 1.369862e-04 7.753294e-04
5.933806e+00 1.311423e+00 1.699578e+03 9.546340e-01 5.180076e+04 4.122173e+00 9.793546e-03 1.409251e+01 1.539835e-04 8.707044e-04
6.118806e+00 1.371004e+00 1.750307e+03 9.177360e-01 5.074263e+04 4.037970e+00 -4.233272e-02 1.044717e+01 1.436604e-04 7.804824e-04
6.309573e+00 1.432763e+00 1.803150e+03 1.005744e+00 5.922238e+04 4.712767e+00 -7.316930e-02 1.754237e+01 1.619205e-04 8.002656e-04
6.506289e+00 1.495088e+00 1.857344e+03 9.488091e-01 5.627164e+04 4.477954e+00 -2.239819e-02 1.596855e+01 1.472726e-04 7.063219e-04
6.709137e+00 1.558315e+00 1.911430e+03 9.486438e-01 6.178782e+04 4.916919e+00 -1.744932e-02 1.047557e+01 1.595346e-04 7.241038e-04
6.918310e+00 1.622070e+00 1.968488e+03 1.026372e+00 6.974607e+04 5.550216e+00 3.393595e-02 6.106397e+00 1.532914e-04 7.513214e-04
7.134004e+00 1.693846e+00 2.030046e+03 1.001319e+00 7.034245e+04 5.597674e+00 1.138488e-01 1.662629e+01 1.554294e-04 7.053273e-04
7.356423e+00 1.756299e+00 2.088208e+03 9.763977e-01 7.388989e+04 5.879970e+00 1.221057e-01 1.221762e+01 1.489951e-04 6.899561e-04
7.585776e+00 1.824754e+00 2.150587e+03 9.109899e-01 6.878691e+04 5.473888e+00 -4.846702e-03 1.069094e+01 1.387973e-04 6.048106e-04
7.822280e+00 1.891038e+00 2.213773e+03 9.066978e-01 7.613801e+04 6.058870e+00 1.359545e-01 1.184214e+01 1.540737e-04 6.066522e-04
8.066157e+00 1.962309e+00 2.279749e+03 9.769736e-01 8.821726e+04 7.020106e+00 1.563312e-02 7.854218e+00 1.650515e-04 6.748267e-04
8.317638e+00 2.038412e+00 2.350758e+03 8.809344e-01 8.231534e+04 6.550447e+00 2.619731e-01 1.071664e+01 1.418171e-04 5.522409e-04
8.576959e+00 2.112051e+00 2.418347e+03 1.012415e+00 9.736134e+04 7.747769e+00 1.379797e-01 6.726896e+01 1.533315e-04 6.377392e-04
8.844365e+00 2.187818e+00 2.491477e+03 8.919081e-01 9.901045e+04 7.879001e+00 1.551380e-02 2.179659e+01 1.460211e-04 5.751987e-04
9.120108e+00 2.264564e+00 2.565540e+03 9.534136e-01 1.053977e+05 8.387278e+00 8.285704e-02 2.605312e+01 1.466009e-04 5.835783e-04
9.404449e+00 2.340219e+00 2.640953e+03 9.658629e-01 1.156251e+05 9.201153e+00 4.372365e-02 9.862768e+00 1.534703e-04 6.225812e-04
9.697654e+00 2.420229e+00 2.719961e+03 1.039247e+00 1.277050e+05 1.016244e+01 9.712858e-02 5.542458e+01 1.592771e-04 6.405967e-04
1.000000e+01 2.498252e+00 2.801930e+03 9.645971e-01 1.197754e+05 9.531422e+00 6.505170e-02 1.341111e+01 1.480024e-04 5.565083e-04
1.031177e+01 2.584640e+00 2.887610e+03 9.652046e-01 1.226759e+05 9.762235e+00 6.271410e-03 1.600240e+01 1.445238e-04 5.257668e-04
1.063327e+01 2.662668e+00 2.971657e+03 9.645419e-01 1.269620e+05 1.010332e+01 1.307986e-01 1.190341e+01 1.479388e-04 5.211501e-04
1.096478e+01 2.749587e+00 3.063518e+03 9.527234e-01 1.407221e+05 1.119831e+01 9.395200e-02 1.190973e+01 1.663817e-04 5.305329e-04
1.130663e+01 2.825562e+00 3.150425e+03 1.020883e+00 1.451664e+05 1.155198e+01 2.539525e-01 3.978144e+01 1.448079e-04 4.926968e-04
1.165914e+01 2.912153e+00 3.247041e+03 9.854967e-01 1.468905e+05 1.168917e+01 2.385496e-01 6.240947e+00 1.482148e-04 4.802587e-04
1.202264e+01 2.995148e+00 3.342445e+03 9.837578e-01 1.561449e+05 1.242562e+01 2.076054e-01 2.023669e+01 1.479843e-04 5.102142e-04
1.239748e+01 3.083308e+00 3.443103e+03 9.995976e-01 1.686273e+05 1.341894e+01 2.145961e-01 7.830651e+00 1.568043e-04 4.921257e-04
1.278400e+01 3.165082e+00 3.543523e+03 9.393453e-01 1.699511e+05 1.352428e+01 2.721813e-01 1.518606e+01 1.508562e-04 4.673638e-04
1.318257e+01 3.255572e+00 3.652436e+03 1.016018e+00 1.796592e+05 1.429682e+01 6.431145e-02 1.412846e+01 1.549857e-04 4.918801e-04
1.359356e+01 3.338567e+00 3.758367e+03 9.407032e-01 1.693228e+05 1.347428e+01 9.964297e-02 1.344687e+01 1.510396e-04 4.551410e-04
1.401737e+01 3.427334e+00 3.874144e+03 9.918450e-01 1.882094e+05 1.497723e+01 9.058755e-02 2.053684e+01 1.458351e-04 4.497911e-04
1.445440e+01 3.503625e+00 3.988724e+03 1.048490e+00 2.069609e+05 1.646942e+01 2.125743e-01 2.555969e+01 1.505515e-04 4.732729e-04
1.490505e+01 3.576753e+00 4.106822e+03 9.870964e-01 2.138617e+05 1.701857e+01 1.652842e-01 3.016856e+01 1.604969e-04 4.843955e-04
1.536975e+01 3.644245e+00 4.232252e+03 1.050147e+00 2.417330e+05 1.923650e+01 2.325446e-01 1.629459e+01 1.589155e-04 5.008107e-04
