#./double_munderdamped_3d --dev=1 --amp=250.0 --omega=1 --mass=0.1 --force=0 --Dg=0.01 --block=256 --paths=1024 --periods=1000 --trans=100 --samples=10000 --spp=10000 --algorithm=euler --pav=1 --mode=moments --domain=1d --domainx=s:-1:3:300:1 --domainy=s:-1:2:100:1 --domainz=a:-1:2.5:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=5.0 --zeta=0.2 --comp=0 --mean=1.0 --second=0.1 --skew=0.99 --distribution=s>> 1D_double_s:-1:3:300:1_250.0_5.0_0.99_1.0_0.1.dat
#s <<v>> <<v^2>> qnu(q) mu_q Dx Gx Gv EBx EBv
1.685259e-01 4.918230e-07 6.313353e+00 1.020603e-02 2.526595e-03 2.010601e-07 1.449433e+00 1.439140e+00 2.117710e-04 6.455968e+02
1.737801e-01 2.009326e-07 6.471185e+00 1.949270e-01 3.096737e-03 2.464305e-07 1.864276e+00 2.836132e+00 1.957446e-04 4.614665e+03
1.791981e-01 -1.034896e-07 6.627959e+00 -2.769997e-02 2.617647e-03 2.083057e-07 1.658497e+00 1.513504e+00 2.093892e-04 1.586925e+04
1.847850e-01 5.353790e-07 6.790204e+00 7.613983e-02 2.891379e-03 2.300887e-07 1.494942e+00 2.073565e+00 2.169477e-04 5.537129e+02
1.905461e-01 8.741966e-07 6.967576e+00 -2.881466e-02 2.715440e-03 2.160879e-07 1.528080e+00 1.170009e+00 1.975333e-04 2.256508e+02
1.964868e-01 -4.538640e-08 7.142165e+00 1.664464e-01 3.274254e-03 2.605568e-07 2.006117e+00 1.675682e+00 1.992445e-04 9.231226e+04
2.026127e-01 1.566771e-07 7.324025e+00 1.074331e-01 3.193617e-03 2.541400e-07 2.409649e+00 1.845221e+00 2.237152e-04 7.672888e+03
2.089296e-01 2.173273e-07 7.508706e+00 2.017948e-03 3.006923e-03 2.392833e-07 2.037666e+00 1.684885e+00 2.186323e-04 4.115648e+03
2.154435e-01 -5.167602e-07 7.699355e+00 -9.869709e-02 2.797699e-03 2.226338e-07 1.642394e+00 3.070778e+00 2.084391e-04 6.810480e+02
2.221604e-01 8.074612e-07 7.903374e+00 1.018475e-01 3.407693e-03 2.711756e-07 1.177342e+00 1.798111e+00 1.974232e-04 2.797898e+02
2.290868e-01 -1.510020e-07 8.108659e+00 1.515576e-01 3.757487e-03 2.990113e-07 1.452236e+00 2.087074e+00 2.237729e-04 1.010689e+04
2.362291e-01 -1.808582e-07 8.322615e+00 1.810586e-02 3.350177e-03 2.665986e-07 1.864293e+00 1.519388e+00 1.893596e-04 6.386655e+03
2.435940e-01 3.008142e-07 8.533668e+00 -4.788045e-02 3.242991e-03 2.580690e-07 2.185468e+00 1.656618e+00 2.111527e-04 2.230330e+03
2.511886e-01 -7.455533e-07 8.768383e+00 9.656007e-02 3.865712e-03 3.076236e-07 1.421237e+00 1.767032e+00 2.268777e-04 4.311036e+02
2.590200e-01 3.335530e-08 8.998845e+00 8.005686e-02 3.898303e-03 3.102171e-07 1.861107e+00 1.881293e+00 2.022207e-04 2.250201e+05
2.670956e-01 4.406797e-07 9.238489e+00 2.168863e-02 3.762563e-03 2.994153e-07 2.354157e+00 3.980442e+00 2.016606e-04 1.200862e+03
2.754229e-01 -1.973738e-07 9.484893e+00 2.735111e-02 3.863595e-03 3.074551e-07 2.108919e+00 2.213838e+00 1.980703e-04 5.615014e+03
2.840098e-01 7.351401e-07 9.741870e+00 3.487444e-02 3.990283e-03 3.175366e-07 2.853675e+00 1.928842e+00 2.009581e-04 4.120465e+02
2.928645e-01 5.855093e-07 1.000312e+01 1.208796e-01 4.483063e-03 3.567508e-07 1.510697e+00 1.340486e+00 1.942230e-04 8.101136e+02
3.019952e-01 5.462323e-07 1.026903e+01 5.523148e-02 4.396806e-03 3.498867e-07 1.941330e+00 1.871193e+00 2.030343e-04 9.709460e+02
3.114106e-01 3.145283e-07 1.054355e+01 1.650695e-01 4.948031e-03 3.937518e-07 1.517578e+00 1.334478e+00 1.985764e-04 3.166339e+03
3.211195e-01 -3.461485e-07 1.084173e+01 -2.197868e-02 4.270572e-03 3.398413e-07 1.120738e+00 1.653931e+00 1.973161e-04 2.386521e+03
3.311311e-01 -4.041951e-07 1.113191e+01 7.037873e-04 4.423614e-03 3.520200e-07 1.445383e+00 1.269065e+00 2.048414e-04 1.710164e+03
3.414549e-01 1.060327e-06 1.143915e+01 1.932151e-01 5.394841e-03 4.293078e-07 2.953758e+00 1.916290e+00 1.970070e-04 2.804186e+02
3.521005e-01 -4.887986e-07 1.175642e+01 -4.763648e-02 4.559611e-03 3.628423e-07 1.472511e+00 2.799344e+00 2.150078e-04 1.305918e+03
3.630781e-01 5.382191e-07 1.207582e+01 1.165260e-01 5.273195e-03 4.196275e-07 2.534644e+00 1.574665e+00 2.372803e-04 9.329935e+02
3.743978e-01 6.920911e-07 1.240946e+01 1.293172e-01 5.574539e-03 4.436077e-07 3.701492e+00 2.685946e+00 1.988208e-04 6.772166e+02
3.860705e-01 1.549439e-07 1.276330e+01 9.599938e-02 5.619709e-03 4.472022e-07 1.573579e+00 1.658425e+00 1.878977e-04 1.381397e+04
3.981072e-01 -4.322137e-07 1.311411e+01 -1.648298e-01 4.592013e-03 3.654208e-07 1.508097e+00 1.907124e+00 2.170518e-04 1.762094e+03
4.105191e-01 1.028258e-06 1.348116e+01 3.451508e-02 5.584927e-03 4.444344e-07 2.424292e+00 2.444784e+00 2.032446e-04 3.221724e+02
4.233179e-01 -1.749956e-07 1.385720e+01 -2.723156e-02 5.428322e-03 4.319722e-07 1.508353e+00 2.051113e+00 2.232367e-04 1.083305e+04
4.365158e-01 7.561160e-08 1.425299e+01 -8.676921e-02 5.299632e-03 4.217313e-07 2.359024e+00 3.220411e+00 2.291091e-04 5.753507e+04
4.501252e-01 -3.214242e-07 1.465312e+01 1.546950e-01 6.817841e-03 5.425466e-07 2.113946e+00 1.630143e+00 2.213347e-04 3.928262e+03
4.641589e-01 -9.481593e-07 1.507766e+01 -2.187351e-02 5.892331e-03 4.688968e-07 1.721101e+00 1.760695e+00 2.179054e-04 3.673122e+02
4.786301e-01 5.552106e-07 1.550696e+01 1.294196e-02 6.211425e-03 4.942894e-07 1.532088e+00 1.817443e+00 1.939594e-04 1.193733e+03
4.935525e-01 2.770092e-07 1.595461e+01 6.404364e-02 6.696907e-03 5.329229e-07 1.941893e+00 1.513874e+00 2.195864e-04 5.297680e+03
5.089401e-01 -1.849359e-07 1.639937e+01 -5.415275e-02 6.351118e-03 5.054059e-07 1.183762e+00 1.498019e+00 2.091399e-04 1.274811e+04
5.248075e-01 -6.516265e-08 1.686217e+01 5.127588e-02 7.165773e-03 5.702341e-07 1.737777e+00 1.334057e+00 2.089076e-04 1.072718e+05
5.411695e-01 6.034942e-07 1.736394e+01 -5.171412e-03 6.959400e-03 5.538115e-07 1.722774e+00 1.578091e+00 2.080258e-04 1.230111e+03
5.580417e-01 -1.616667e-07 1.784894e+01 -3.213816e-02 6.830802e-03 5.435779e-07 1.609852e+00 1.349239e+00 2.045318e-04 1.495519e+04
5.754399e-01 1.315706e-07 1.837145e+01 -2.870114e-02 7.170329e-03 5.705966e-07 1.159998e+00 1.775646e+00 1.989922e-04 2.432039e+04
5.933806e-01 8.033018e-08 1.888907e+01 9.589986e-02 8.361096e-03 6.653549e-07 2.502300e+00 2.139157e+00 2.179430e-04 7.524570e+04
6.118806e-01 -3.553751e-07 1.945220e+01 2.754075e-02 7.954381e-03 6.329895e-07 1.426392e+00 1.283643e+00 2.223698e-04 3.919769e+03
6.309573e-01 4.165555e-07 2.001838e+01 -9.829510e-02 7.359784e-03 5.856730e-07 1.833916e+00 2.838975e+00 2.033349e-04 2.777451e+03
6.506289e-01 3.759124e-07 2.057515e+01 1.610461e-01 9.544067e-03 7.594927e-07 1.716151e+00 2.475339e+00 1.912458e-04 3.833560e+03
6.709137e-01 1.132154e-06 2.119428e+01 -6.940652e-02 7.894197e-03 6.282002e-07 1.522773e+00 1.402348e+00 2.183376e-04 3.586003e+02
6.918310e-01 -6.036750e-07 2.180421e+01 -1.224798e-02 8.670137e-03 6.899476e-07 1.323161e+00 2.869726e+00 2.144605e-04 1.500253e+03
7.134004e-01 -2.382726e-07 2.243702e+01 4.994059e-02 9.601894e-03 7.640945e-07 2.734455e+00 1.428462e+00 2.022280e-04 1.080452e+04
7.356423e-01 2.043746e-07 2.310163e+01 8.564720e-02 1.014948e-02 8.076698e-07 2.250036e+00 1.604251e+00 1.844112e-04 1.555727e+04
7.585776e-01 3.033308e-07 2.377830e+01 7.613902e-02 1.031206e-02 8.206075e-07 3.289188e+00 1.690554e+00 2.172283e-04 6.679879e+03
7.822280e-01 -4.860610e-07 2.448868e+01 -6.082511e-02 9.347067e-03 7.438159e-07 1.628494e+00 1.519239e+00 1.993698e-04 2.427634e+03
8.066157e-01 -1.154050e-06 2.521664e+01 7.423755e-02 1.085849e-02 8.640912e-07 2.155367e+00 1.258587e+00 2.008767e-04 4.819393e+02
8.317638e-01 -7.085445e-09 2.597010e+01 -1.362659e-01 9.160196e-03 7.289452e-07 2.006673e+00 2.688270e+00 2.177972e-04 1.276656e+07
8.576959e-01 -2.158700e-07 2.672479e+01 -7.669267e-02 9.983600e-03 7.944696e-07 1.596015e+00 1.153928e+00 1.939254e-04 1.425565e+04
8.844365e-01 7.685634e-07 2.751460e+01 1.881384e-02 1.108734e-02 8.823028e-07 2.357312e+00 1.859159e+00 1.994843e-04 1.106138e+03
9.120108e-01 -8.288121e-07 2.830528e+01 -7.749154e-02 1.083992e-02 8.626130e-07 2.371908e+00 1.888317e+00 2.096199e-04 1.093566e+03
9.404449e-01 -1.603285e-06 2.915949e+01 -3.996432e-02 1.155051e-02 9.191602e-07 1.802600e+00 1.423551e+00 2.146949e-04 2.978400e+02
9.697654e-01 -8.869964e-07 3.005941e+01 -1.154183e-01 1.097242e-02 8.731577e-07 1.225752e+00 1.424162e+00 1.878418e-04 9.303612e+02
1.000000e+00 -7.080719e-07 3.092343e+01 1.893658e-01 1.496161e-02 1.190607e-06 2.327131e+00 1.591990e+00 1.998414e-04 1.798778e+03
1.031177e+00 5.599709e-07 3.183631e+01 2.203680e-01 1.566605e-02 1.246664e-06 1.142889e+00 2.246760e+00 2.090702e-04 2.975474e+03
1.063327e+00 -3.688036e-07 3.278811e+01 7.607593e-03 1.315952e-02 1.047202e-06 1.208448e+00 2.279144e+00 2.062675e-04 5.851071e+03
1.096478e+00 3.548047e-08 3.380612e+01 -1.825556e-01 1.164661e-02 9.268078e-07 1.587446e+00 1.526120e+00 2.076577e-04 6.664342e+05
1.130663e+00 -6.193235e-07 3.479284e+01 1.488520e-02 1.427518e-02 1.135982e-06 1.134418e+00 1.779126e+00 2.105758e-04 2.477323e+03
1.165914e+00 -1.049436e-06 3.578977e+01 -5.285728e-02 1.393650e-02 1.109031e-06 1.050142e+00 2.209425e+00 1.922055e-04 7.896605e+02
1.202264e+00 1.060525e-07 3.689937e+01 5.024537e-02 1.576048e-02 1.254179e-06 2.230665e+00 1.265446e+00 1.950708e-04 8.726910e+04
1.239748e+00 -1.609845e-06 3.798645e+01 -1.203229e-01 1.390522e-02 1.106542e-06 1.772945e+00 1.629075e+00 2.093103e-04 3.605476e+02
1.278400e+00 -4.327392e-07 3.916734e+01 6.553855e-03 1.614286e-02 1.284608e-06 1.904343e+00 1.750299e+00 1.978688e-04 5.936423e+03
1.318257e+00 -5.713273e-07 4.032770e+01 1.917877e-02 1.655487e-02 1.317394e-06 1.991574e+00 1.881996e+00 2.040631e-04 3.279000e+03
1.359356e+00 -1.086586e-07 4.148162e+01 2.278524e-02 1.709370e-02 1.360273e-06 4.511298e+00 2.435217e+00 2.077153e-04 8.578834e+04
1.401737e+00 -6.608295e-08 4.277177e+01 -8.118087e-03 1.755610e-02 1.397070e-06 1.022636e+00 9.817792e-01 1.970640e-04 2.626154e+05
1.445440e+00 3.774891e-07 4.402065e+01 -8.651018e-02 1.630239e-02 1.297303e-06 1.639664e+00 1.536691e+00 1.942638e-04 6.959333e+03
1.490505e+00 -8.430591e-07 4.539679e+01 -9.022498e-03 5.694227e-02 4.531321e-06 1.774249e+02 1.476931e+00 1.945308e-04 1.542524e+03
1.536975e+00 1.432400e-05 4.673267e+01 6.565429e-01 6.168647e-01 4.908853e-05 1.855694e+01 1.163903e+00 1.996645e-04 8.524535e+01
1.584893e+00 8.700651e-06 4.815284e+01 1.413090e+00 3.634833e-01 2.892508e-05 3.270926e+01 1.488113e+00 2.088680e-04 1.539486e+02
1.634306e+00 1.652013e-05 4.959432e+01 8.543773e-01 8.136595e-01 6.474896e-05 1.383809e+01 1.420794e+00 2.016393e-04 7.882484e+01
1.685259e+00 1.420356e-05 5.110540e+01 1.174291e+00 5.492122e-01 4.370492e-05 2.113886e+01 1.996573e+00 2.083834e-04 8.315501e+01
1.737801e+00 8.447343e-06 5.263203e+01 8.977633e-01 4.427366e-01 3.523186e-05 2.696619e+01 1.307990e+00 2.066489e-04 1.835760e+02
1.791981e+00 8.139724e-06 5.423534e+01 6.559933e-01 4.432639e-01 3.527382e-05 2.663340e+01 3.856884e+00 2.170516e-04 1.815898e+02
1.847850e+00 2.147190e-05 5.586619e+01 1.536075e+00 8.208217e-01 6.531891e-05 1.375867e+01 1.958872e+00 1.912920e-04 5.772127e+01
1.905461e+00 3.239198e-05 5.763574e+01 1.175441e+00 1.242796e+00 9.889853e-05 8.355415e+00 3.071567e+00 2.229651e-04 3.563548e+01
1.964868e+00 3.583458e-05 5.930503e+01 8.678448e-01 1.420849e+00 1.130676e-04 7.084296e+00 1.418783e+00 1.999713e-04 3.122244e+01
2.026127e+00 5.558093e-05 6.112494e+01 1.094166e+00 1.943464e+00 1.546559e-04 4.779628e+00 1.288801e+00 2.047829e-04 1.916838e+01
2.089296e+00 7.550086e-05 6.294919e+01 9.760116e-01 2.669440e+00 2.124273e-04 2.913059e+00 1.277054e+00 2.133874e-04 1.386165e+01
2.154435e+00 7.340850e-05 6.488610e+01 1.195476e+00 2.642990e+00 2.103225e-04 2.900647e+00 9.099080e-01 1.907206e-04 1.465092e+01
2.221604e+00 1.058526e-04 6.688514e+01 1.032843e+00 4.218985e+00 3.357362e-04 3.001582e+00 1.637784e+00 2.060062e-04 1.084987e+01
2.290868e+00 1.207915e-04 6.887334e+01 9.055304e-01 5.163214e+00 4.108755e-04 2.996143e+00 1.893362e+00 2.110670e-04 1.013614e+01
2.362291e+00 1.436721e-04 7.096231e+01 9.537070e-01 6.582681e+00 5.238331e-04 2.285547e+00 2.500638e+00 1.804209e-04 8.467725e+00
2.435940e+00 1.864141e-04 7.318214e+01 9.518865e-01 7.378581e+00 5.871688e-04 1.455512e+00 1.040178e+00 2.049222e-04 6.000832e+00
2.511886e+00 1.871456e-04 7.531798e+01 9.485216e-01 7.925635e+00 6.307020e-04 1.657537e+00 2.138259e+00 1.898501e-04 6.346023e+00
2.590200e+00 2.634467e-04 7.759801e+01 8.908616e-01 1.020512e+01 8.120973e-04 6.784026e-01 1.722006e+00 1.986423e-04 3.940496e+00
2.670956e+00 3.395686e-04 7.995229e+01 9.883513e-01 1.364749e+01 1.086033e-03 8.023180e-01 1.253363e+00 1.977689e-04 3.435978e+00
2.754229e+00 4.405567e-04 8.242666e+01 1.015948e+00 1.791286e+01 1.425460e-03 5.620692e-01 1.725163e+00 1.995098e-04 2.641631e+00
2.840098e+00 4.917850e-04 8.489616e+01 1.051143e+00 1.932804e+01 1.538076e-03 4.748962e-01 2.403929e+00 1.891290e-04 2.265181e+00
2.928645e+00 6.477675e-04 8.747565e+01 9.852270e-01 2.991597e+01 2.380637e-03 6.055883e-01 1.649850e+00 1.920658e-04 2.029138e+00
3.019952e+00 7.260150e-04 9.009153e+01 9.990823e-01 3.167673e+01 2.520754e-03 3.104189e-01 1.709131e+00 2.078909e-04 1.689477e+00
3.114106e+00 8.752732e-04 9.290034e+01 9.542406e-01 3.445556e+01 2.741886e-03 3.334115e-01 2.281998e+00 2.107271e-04 1.314122e+00
3.211195e+00 1.047511e-03 9.575469e+01 9.469627e-01 3.993203e+01 3.177690e-03 7.818374e-02 2.188716e+00 1.880507e-04 1.025462e+00
3.311311e+00 1.278694e-03 9.866252e+01 9.258720e-01 4.462593e+01 3.551218e-03 1.945609e-02 1.577914e+00 2.081340e-04 8.179606e-01
3.414549e+00 1.486540e-03 1.016152e+02 8.864665e-01 5.467470e+01 4.350874e-03 1.512037e-02 2.219120e+00 1.875795e-04 7.113057e-01
3.521005e+00 1.776190e-03 1.048028e+02 9.560749e-01 7.107135e+01 5.655678e-03 -4.143563e-03 1.356961e+00 1.987878e-04 6.446686e-01
3.630781e+00 2.202758e-03 1.079502e+02 9.445270e-01 9.886589e+01 7.867498e-03 8.286922e-02 4.239571e+00 1.967823e-04 5.790765e-01
3.743978e+00 2.590182e-03 1.111942e+02 9.836914e-01 1.056135e+02 8.404456e-03 5.003197e-02 1.739271e+00 2.033497e-04 4.544245e-01
3.860705e+00 3.183235e-03 1.146313e+02 9.371202e-01 1.186217e+02 9.439616e-03 1.927428e-02 3.911655e+00 1.984171e-04 3.428681e-01
3.981072e+00 3.819817e-03 1.180697e+02 9.254820e-01 1.324928e+02 1.054344e-02 1.252979e-01 1.518637e+00 1.976304e-04 2.624299e-01
4.105191e+00 4.394643e-03 1.217622e+02 8.959407e-01 1.600327e+02 1.273499e-02 -9.220021e-02 1.815546e+00 1.781700e-04 2.321417e-01
4.233179e+00 5.002841e-03 1.253545e+02 9.201861e-01 1.894016e+02 1.507210e-02 -1.532951e-01 1.931945e+00 1.867967e-04 2.148247e-01
4.365158e+00 5.928547e-03 1.291988e+02 8.545559e-01 2.104063e+02 1.674360e-02 -1.628207e-02 1.173209e+00 1.901958e-04 1.694522e-01
4.501252e+00 6.908320e-03 1.331656e+02 9.044934e-01 2.693440e+02 2.143372e-02 7.165558e-02 2.108083e+00 1.827071e-04 1.658878e-01
4.641589e+00 8.157889e-03 1.372194e+02 8.960740e-01 3.173439e+02 2.525343e-02 1.821549e-02 1.717306e+00 1.870630e-04 1.342762e-01
4.786301e+00 9.305053e-03 1.413730e+02 9.072023e-01 3.453462e+02 2.748178e-02 -4.445158e-02 1.916490e+00 1.812448e-04 1.143883e-01
4.935525e+00 1.063972e-02 1.457250e+02 9.383154e-01 4.341157e+02 3.454583e-02 2.436204e-02 1.296947e+00 1.883570e-04 1.074157e-01
5.089401e+00 1.263152e-02 1.501510e+02 8.895596e-01 5.051892e+02 4.020168e-02 1.020683e-03 1.484876e+00 1.976864e-04 8.634485e-02
5.248075e+00 1.441798e-02 1.546925e+02 8.282005e-01 4.814163e+02 3.830989e-02 8.689582e-02 1.573119e+00 1.783742e-04 6.620265e-02
5.411695e+00 1.667527e-02 1.593999e+02 8.818299e-01 6.047722e+02 4.812624e-02 6.114409e-03 8.404352e-01 1.904796e-04 6.019525e-02
5.580417e+00 1.901465e-02 1.642939e+02 9.009286e-01 6.919864e+02 5.506653e-02 2.974988e-02 1.275822e+00 1.874047e-04 5.367061e-02
5.754399e+00 2.150809e-02 1.691699e+02 8.905220e-01 7.603760e+02 6.050880e-02 3.419249e-02 1.484802e+00 1.803374e-04 4.642342e-02
5.933806e+00 2.436629e-02 1.742495e+02 8.254225e-01 8.673842e+02 6.902424e-02 4.758118e-02 9.873775e-01 1.977135e-04 4.079235e-02
6.118806e+00 2.800694e-02 1.795785e+02 8.447581e-01 9.491836e+02 7.553363e-02 4.343678e-02 1.627132e+00 1.911631e-04 3.410132e-02
6.309573e+00 3.156213e-02 1.850414e+02 8.241974e-01 1.051266e+03 8.365713e-02 1.912760e-01 2.022573e+00 1.947319e-04 3.027535e-02
6.506289e+00 3.583628e-02 1.906939e+02 8.863613e-01 1.280328e+03 1.018853e-01 -1.555724e-02 1.534083e+00 1.874994e-04 2.845981e-02
6.709137e+00 4.051953e-02 1.965080e+02 9.034750e-01 1.554594e+03 1.237106e-01 -6.208172e-02 1.460830e+00 1.925711e-04 2.628596e-02
6.918310e+00 4.489361e-02 2.025140e+02 9.170458e-01 1.880640e+03 1.496566e-01 8.278338e-02 1.476244e+00 1.818026e-04 2.558028e-02
7.134004e+00 5.160382e-02 2.084325e+02 1.007627e+00 2.219620e+03 1.766318e-01 -4.386238e-02 1.563404e+00 1.730022e-04 2.392444e-02
7.356423e+00 5.755904e-02 2.148555e+02 9.810528e-01 2.556124e+03 2.034099e-01 -1.643621e-02 2.396972e+00 1.977265e-04 2.175124e-02
7.585776e+00 6.435005e-02 2.213486e+02 1.041439e+00 3.224058e+03 2.565624e-01 -3.175811e-02 9.804913e-01 1.971281e-04 2.142188e-02
7.822280e+00 7.153347e-02 2.280545e+02 1.008350e+00 3.584711e+03 2.852623e-01 1.000743e-01 1.381439e+00 1.958079e-04 2.012133e-02
8.066157e+00 7.961524e-02 2.350243e+02 9.620568e-01 4.085878e+03 3.251439e-01 6.011410e-02 1.245298e+00 1.867513e-04 1.741733e-02
8.317638e+00 8.841872e-02 2.420858e+02 9.994355e-01 4.552516e+03 3.622777e-01 -1.861914e-02 1.133870e+00 1.789835e-04 1.587801e-02
8.576959e+00 9.924359e-02 2.496501e+02 9.880068e-01 5.123438e+03 4.077102e-01 3.075770e-02 1.637599e+00 1.836306e-04 1.426722e-02
8.844365e+00 1.097512e-01 2.571106e+02 1.051061e+00 6.132453e+03 4.880051e-01 -1.965703e-02 8.700571e-01 1.979027e-04 1.404707e-02
9.120108e+00 1.209590e-01 2.647810e+02 9.459682e-01 5.991812e+03 4.768132e-01 -9.204611e-02 2.068423e+00 1.918262e-04 1.147985e-02
9.404449e+00 1.334908e-01 2.726961e+02 9.343127e-01 6.293818e+03 5.008461e-01 1.437417e-01 1.968950e+00 1.906347e-04 1.014485e-02
9.697654e+00 1.467509e-01 2.809552e+02 1.021724e+00 8.041049e+03 6.398863e-01 8.727800e-02 1.729514e+00 1.949534e-04 1.056690e-02
1.000000e+01 1.623258e-01 2.895719e+02 1.007476e+00 8.789028e+03 6.994086e-01 6.795372e-03 1.348392e+00 1.982728e-04 9.364839e-03
1.031177e+01 1.764722e-01 2.980846e+02 9.570570e-01 9.399482e+03 7.479870e-01 4.834203e-02 1.523087e+00 1.876887e-04 8.571413e-03
1.063327e+01 1.939015e-01 3.071476e+02 9.651294e-01 1.036080e+04 8.244860e-01 -1.218701e-02 2.015272e+00 1.911280e-04 7.640880e-03
1.096478e+01 2.116099e-01 3.164503e+02 9.790555e-01 1.165632e+04 9.275808e-01 -1.366002e-02 1.335583e+00 1.771597e-04 7.223046e-03
1.130663e+01 2.305705e-01 3.256166e+02 9.605417e-01 1.191558e+04 9.482118e-01 8.610472e-03 1.199309e+00 1.780962e-04 6.295319e-03
1.165914e+01 2.511556e-01 3.355355e+02 1.034358e+00 1.411316e+04 1.123090e+00 1.711684e-01 1.381996e+00 1.926279e-04 6.118774e-03
1.202264e+01 2.745038e-01 3.458467e+02 1.002749e+00 1.455758e+04 1.158455e+00 5.247425e-02 2.050687e+00 1.916979e-04 5.478342e-03
1.239748e+01 2.970356e-01 3.563188e+02 9.760797e-01 1.637203e+04 1.302844e+00 2.859169e-02 1.572438e+00 1.807244e-04 5.139729e-03
1.278400e+01 3.226169e-01 3.669027e+02 1.034878e+00 1.887312e+04 1.501875e+00 1.328373e-01 9.763113e-01 1.845295e-04 5.099435e-03
1.318257e+01 3.499389e-01 3.779970e+02 1.002210e+00 1.871450e+04 1.489253e+00 5.198076e-02 3.826616e+00 1.900505e-04 4.302268e-03
1.359356e+01 3.769527e-01 3.891775e+02 9.283329e-01 1.982470e+04 1.577599e+00 5.574753e-02 2.944781e+00 1.733300e-04 3.906515e-03
1.401737e+01 4.077869e-01 4.009716e+02 9.405786e-01 2.184119e+04 1.738066e+00 8.498775e-02 1.836429e+00 1.820440e-04 3.680206e-03
1.445440e+01 4.380248e-01 4.129869e+02 9.710626e-01 2.801611e+04 2.229451e+00 9.136476e-02 2.196442e+00 1.928819e-04 4.117192e-03
1.490505e+01 4.717074e-01 4.252686e+02 1.026281e+00 2.980710e+04 2.371973e+00 2.969378e-02 1.491971e+00 1.937788e-04 3.758261e-03
1.536975e+01 5.067883e-01 4.382850e+02 9.693067e-01 3.084340e+04 2.454440e+00 1.426979e-01 1.628762e+00 1.747251e-04 3.439640e-03
