#./overdamped_3d --dev=1 --amp=250.0 --omega=1 --force=0 --Dg=0.01 --block=256 --paths=1024 --periods=1000 --trans=100 --samples=10000 --spp=10000 --algorithm=euler --pav=1 --mode=moments --domain=1d --domainx=s:-1:3:300:1 --domainy=s:-1:2:100:1 --domainz=a:-1:2.5:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=5.0 --zeta=0.2 --comp=0 --mean=1.0 --second=0.1 --skew=0.99 --distribution=s>> 1D_double_s:-1:3:300:1_250.0_5.0_0.99_1.0_0.0.dat
#s <<v>> qnu(q) mu_q Dx Gx EBx
6.709105e+01 1.104282e+00 9.547040e-01 2.044958e+06 1.627283e+02 4.214013e-02 2.492189e-03
6.918276e+01 1.030580e+00 1.001823e+00 2.305699e+06 1.834802e+02 -7.051104e-02 2.551556e-03
7.133969e+01 9.500723e-01 9.714807e-01 2.286036e+06 1.819192e+02 5.215907e-02 2.497077e-03
7.356387e+01 8.640711e-01 9.847501e-01 2.296469e+06 1.827473e+02 -1.273865e-02 2.498269e-03
7.585738e+01 8.055840e-01 9.343438e-01 2.361686e+06 1.879405e+02 -3.942251e-04 2.466083e-03
7.822240e+01 7.577806e-01 9.517835e-01 2.579312e+06 2.052580e+02 -2.347594e-02 2.459645e-03
8.066116e+01 7.173716e-01 9.122823e-01 2.433608e+06 1.936618e+02 4.188418e-03 2.683997e-03
8.317596e+01 7.041667e-01 9.488147e-01 2.596669e+06 2.066379e+02 -5.364776e-03 2.686620e-03
8.576916e+01 6.669772e-01 9.887502e-01 2.843620e+06 2.262918e+02 -4.053825e-02 2.521157e-03
8.844320e+01 6.456766e-01 9.362987e-01 2.914757e+06 2.319480e+02 7.264030e-02 2.295494e-03
9.120061e+01 6.438313e-01 8.803814e-01 2.795168e+06 2.224329e+02 -9.396911e-03 2.426624e-03
9.404400e+01 6.559342e-01 9.921691e-01 3.180342e+06 2.530823e+02 -5.258894e-02 2.532840e-03
9.697604e+01 6.505888e-01 9.732555e-01 3.137402e+06 2.496655e+02 6.160057e-02 2.508879e-03
9.999948e+01 6.795385e-01 9.169917e-01 2.999027e+06 2.386575e+02 3.815210e-02 2.532125e-03
1.031172e+02 7.194924e-01 9.159712e-01 3.280003e+06 2.610156e+02 1.764779e-01 2.545118e-03
1.063321e+02 7.633718e-01 9.583220e-01 3.275512e+06 2.606555e+02 5.460978e-04 2.536893e-03
1.096473e+02 8.049684e-01 9.802972e-01 3.343445e+06 2.660652e+02 9.757829e-02 2.605438e-03
1.130658e+02 8.678219e-01 9.618192e-01 3.501652e+06 2.786507e+02 8.928370e-02 2.514839e-03
1.165908e+02 9.404261e-01 9.358993e-01 3.455812e+06 2.750013e+02 1.085457e-01 2.524495e-03
1.202258e+02 1.012582e+00 9.615796e-01 4.058434e+06 3.229677e+02 -1.259387e-03 2.667189e-03
1.239741e+02 1.085566e+00 1.040405e+00 4.123465e+06 3.281412e+02 -1.732087e-02 2.471209e-03
1.278393e+02 1.167384e+00 9.739118e-01 4.150868e+06 3.303134e+02 3.491271e-02 2.535939e-03
1.318250e+02 1.238653e+00 9.175606e-01 3.905832e+06 3.108153e+02 2.500832e-02 2.351642e-03
1.359349e+02 1.296124e+00 9.314870e-01 4.073642e+06 3.241773e+02 -3.568107e-02 2.528310e-03
1.401730e+02 1.322762e+00 9.218732e-01 4.326486e+06 3.442986e+02 -1.146877e-02 2.395988e-03
1.445432e+02 1.310766e+00 9.910468e-01 4.853898e+06 3.862672e+02 -9.993434e-03 2.587199e-03
1.490497e+02 1.313983e+00 9.498335e-01 4.716207e+06 3.753090e+02 -8.539498e-03 2.693892e-03
1.536966e+02 1.262166e+00 9.910737e-01 4.997822e+06 3.977075e+02 5.378640e-02 2.700686e-03
1.584885e+02 1.215234e+00 9.410565e-01 5.062637e+06 4.028708e+02 4.457879e-02 2.629161e-03
1.634297e+02 1.148233e+00 9.227158e-01 5.143798e+06 4.093319e+02 -2.317339e-02 2.600074e-03
1.685250e+02 1.056068e+00 9.011670e-01 4.992052e+06 3.972590e+02 -2.904963e-02 2.617240e-03
1.737791e+02 1.012746e+00 9.384569e-01 5.557348e+06 4.422429e+02 6.918275e-02 2.487421e-03
1.791971e+02 9.267083e-01 9.170582e-01 5.435354e+06 4.325325e+02 1.127592e-01 2.427101e-03
1.847840e+02 8.835581e-01 9.488119e-01 6.034752e+06 4.802314e+02 -9.654737e-02 2.721429e-03
1.905450e+02 8.452860e-01 1.039050e+00 6.731898e+06 5.357092e+02 1.793468e-02 2.527952e-03
1.964857e+02 8.060291e-01 8.867943e-01 5.691694e+06 4.529329e+02 5.763161e-02 2.406359e-03
2.026116e+02 8.061874e-01 9.651517e-01 6.559334e+06 5.219796e+02 7.262468e-02 2.755642e-03
2.089284e+02 7.969398e-01 9.727082e-01 7.073839e+06 5.629150e+02 1.593386e-01 2.529263e-03
2.154422e+02 8.399366e-01 9.481494e-01 6.471266e+06 5.149714e+02 3.569531e-02 2.449512e-03
2.221591e+02 8.679788e-01 9.876691e-01 7.209780e+06 5.737326e+02 8.076668e-02 2.507806e-03
2.290854e+02 8.967706e-01 9.116995e-01 6.954653e+06 5.534352e+02 6.317580e-02 2.569437e-03
2.362277e+02 9.290216e-01 9.440046e-01 7.529298e+06 5.991646e+02 -1.935953e-02 2.512693e-03
2.435926e+02 9.719133e-01 9.614371e-01 8.108584e+06 6.452603e+02 1.128464e-01 2.447605e-03
2.511872e+02 1.054664e+00 9.748013e-01 8.962874e+06 7.132360e+02 2.049595e-01 2.676845e-03
2.590185e+02 1.117047e+00 9.674103e-01 8.022271e+06 6.383947e+02 1.949859e-02 2.702594e-03
2.670940e+02 1.176144e+00 9.605552e-01 8.853789e+06 7.045697e+02 1.654625e-01 2.691627e-03
2.754212e+02 1.160048e+00 9.256507e-01 8.274106e+06 6.584323e+02 1.440883e-01 2.607346e-03
2.840081e+02 1.179569e+00 9.821055e-01 8.948072e+06 7.120685e+02 1.082790e-01 2.636433e-03
2.928627e+02 1.162286e+00 1.056604e+00 1.019685e+07 8.114438e+02 4.661512e-02 2.711177e-03
3.019933e+02 1.118599e+00 1.022030e+00 1.024936e+07 8.156230e+02 3.819036e-02 2.570271e-03
3.114087e+02 1.085729e+00 9.672593e-01 1.019320e+07 8.111488e+02 1.144079e-01 2.662539e-03
3.211176e+02 1.001194e+00 9.376108e-01 1.015532e+07 8.081357e+02 6.126523e-02 2.363563e-03
3.311291e+02 9.706508e-01 9.547416e-01 1.017779e+07 8.099192e+02 9.651184e-02 2.503276e-03
3.414528e+02 9.341887e-01 9.846810e-01 1.109870e+07 8.832078e+02 7.816589e-02 2.331853e-03
3.520984e+02 9.262599e-01 9.342530e-01 1.114396e+07 8.868094e+02 3.771281e-02 2.331257e-03
3.630758e+02 8.644820e-01 9.450058e-01 1.136543e+07 9.044297e+02 7.162213e-02 2.427936e-03
3.743955e+02 8.966280e-01 9.248823e-01 1.136409e+07 9.043242e+02 6.592953e-02 2.594113e-03
3.860681e+02 9.319714e-01 1.012539e+00 1.335980e+07 1.063143e+03 1.738056e-01 2.469540e-03
3.981047e+02 9.707434e-01 9.584059e-01 1.219133e+07 9.701529e+02 3.767562e-02 2.453566e-03
4.105165e+02 9.903802e-01 9.624417e-01 1.341066e+07 1.067190e+03 7.840693e-02 2.548575e-03
4.233152e+02 1.013772e+00 9.661479e-01 1.277036e+07 1.016231e+03 1.521337e-02 2.547622e-03
4.365131e+02 1.037209e+00 9.668974e-01 1.378453e+07 1.096943e+03 5.073667e-02 2.630591e-03
4.501223e+02 1.075211e+00 9.990861e-01 1.484871e+07 1.181631e+03 7.165229e-02 2.497077e-03
4.641559e+02 1.083618e+00 9.621906e-01 1.416573e+07 1.127282e+03 -1.898956e-02 2.302647e-03
4.786270e+02 1.109912e+00 9.722382e-01 1.588234e+07 1.263879e+03 -3.314871e-02 2.598524e-03
4.935493e+02 1.104211e+00 9.224396e-01 1.556607e+07 1.238719e+03 -2.630955e-02 2.655387e-03
5.089368e+02 1.024060e+00 9.292027e-01 1.535986e+07 1.222295e+03 3.830969e-02 2.413988e-03
5.248040e+02 9.479800e-01 1.022672e+00 1.717521e+07 1.366760e+03 2.803278e-02 2.606034e-03
5.411660e+02 9.715037e-01 9.438472e-01 1.650072e+07 1.313087e+03 -8.458495e-04 2.802849e-03
5.580380e+02 9.359961e-01 1.021999e+00 1.908316e+07 1.518590e+03 3.572762e-02 2.699971e-03
5.754362e+02 9.728892e-01 9.820653e-01 1.854928e+07 1.476106e+03 3.501618e-02 2.521634e-03
5.933766e+02 9.669831e-01 9.443961e-01 1.961934e+07 1.561260e+03 1.594516e-01 2.505541e-03
6.118765e+02 9.837586e-01 9.547664e-01 1.943651e+07 1.546702e+03 2.018440e-02 2.676725e-03
6.309531e+02 9.940867e-01 9.445633e-01 1.909294e+07 1.519368e+03 -1.056480e-02 2.476811e-03
6.506245e+02 1.078181e+00 9.408737e-01 1.966583e+07 1.564960e+03 1.126734e-01 2.471209e-03
6.709092e+02 1.043743e+00 1.016049e+00 2.168293e+07 1.725483e+03 5.475283e-02 2.588153e-03
6.918263e+02 1.029490e+00 1.013554e+00 2.193676e+07 1.745669e+03 1.883519e-02 2.470613e-03
7.133955e+02 1.021868e+00 9.893987e-01 2.261939e+07 1.799995e+03 5.124140e-02 2.483845e-03
7.356372e+02 1.027867e+00 9.977786e-01 2.333172e+07 1.856682e+03 6.644320e-02 2.397180e-03
7.585724e+02 1.041311e+00 9.848346e-01 2.534673e+07 2.017026e+03 -1.490289e-02 2.531886e-03
7.822225e+02 9.566684e-01 1.013528e+00 2.462186e+07 1.959349e+03 1.411949e-01 2.586246e-03
8.066101e+02 1.009255e+00 9.537877e-01 2.419669e+07 1.925513e+03 5.749631e-02 2.398849e-03
8.317580e+02 1.013456e+00 9.745222e-01 2.778251e+07 2.210856e+03 5.321205e-02 2.546430e-03
8.576899e+02 9.952338e-01 9.911207e-01 2.637310e+07 2.098704e+03 -1.726925e-03 2.617836e-03
8.844303e+02 9.840937e-01 1.020437e+00 3.116483e+07 2.480020e+03 -2.798057e-02 2.582550e-03
9.120044e+02 1.006571e+00 9.454132e-01 2.854555e+07 2.271588e+03 1.825873e-01 2.319098e-03
9.404382e+02 1.023551e+00 1.019956e+00 3.177474e+07 2.528550e+03 7.693768e-03 2.453327e-03
9.697585e+02 1.055860e+00 9.725758e-01 3.245565e+07 2.582739e+03 9.296513e-02 2.641320e-03
