#./double_munderdamped_3d --dev=1 --amp=250.0 --omega=1 --mass=1.0 --force=0 --Dg=0.01 --block=256 --paths=1024 --periods=1000 --trans=100 --samples=10000 --spp=10000 --algorithm=euler --pav=1 --mode=moments --domain=1d --domainx=s:-1:3:300:1 --domainy=s:-1:2:100:1 --domainz=a:-1:2.5:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=5.0 --zeta=0.2 --comp=0 --mean=1.0 --second=0.1 --skew=0.99 --distribution=s>> 1D_double_s:-1:3:300:1_250.0_5.0_0.99_1.0_1.0.dat
#s <<v>> <<v^2>> qnu(q) mu_q Dx Gx Gv EBx EBv
9.697654e+00 2.557101e-04 2.852809e+01 8.830380e-01 1.487529e+01 1.183738e-03 2.159755e+00 1.461723e-01 5.577836e-04 6.110630e+00
1.000000e+01 3.121501e-04 2.937568e+01 9.817236e-01 1.852598e+01 1.474251e-03 2.000220e+00 1.268024e-01 5.438092e-04 5.632045e+00
1.031177e+01 4.354729e-04 3.026338e+01 1.028014e+00 2.719707e+01 2.164274e-03 1.928297e+00 1.039396e-01 5.122007e-04 4.024163e+00
1.063327e+01 5.369402e-04 3.121821e+01 8.320999e-01 3.209630e+01 2.554142e-03 1.230936e+00 1.154716e-01 5.265175e-04 3.001735e+00
1.096478e+01 7.852531e-04 3.209550e+01 9.975500e-01 7.414394e+01 5.900187e-03 1.814293e+00 4.340138e-01 5.555244e-04 3.554266e+00
1.130663e+01 9.718882e-04 3.310464e+01 8.569780e-01 8.630597e+01 6.868011e-03 1.219141e+00 2.035007e-01 5.395384e-04 2.457568e+00
1.165914e+01 1.237832e-03 3.413762e+01 8.497432e-01 8.536849e+01 6.793408e-03 1.588583e-01 2.741713e-01 5.126794e-04 1.571485e+00
1.202264e+01 1.375320e-03 3.519683e+01 8.189182e-01 1.018617e+02 8.105898e-03 5.693196e-01 1.524038e-01 5.793014e-04 1.467887e+00
1.239748e+01 1.704021e-03 3.626877e+01 8.831284e-01 1.169141e+02 9.303725e-03 2.293761e-01 6.494538e-02 5.481429e-04 1.091246e+00
1.278400e+01 2.167993e-03 3.738208e+01 9.521048e-01 1.874737e+02 1.491868e-02 5.280527e-01 1.927688e-01 5.904022e-04 1.102734e+00
1.318257e+01 2.671834e-03 3.850158e+01 9.453250e-01 2.087996e+02 1.661574e-02 5.769872e-01 3.277172e-01 5.490211e-04 8.334265e-01
1.359356e+01 3.095259e-03 3.963528e+01 8.970463e-01 2.663110e+02 2.119236e-02 3.473428e-01 1.472260e-01 5.272172e-04 7.852907e-01
1.401737e+01 3.795826e-03 4.084112e+01 8.886542e-01 2.760696e+02 2.196892e-02 7.830493e-02 1.661406e-01 5.459944e-04 5.655431e-01
1.445440e+01 4.501722e-03 4.207500e+01 8.804537e-01 3.696629e+02 2.941684e-02 8.867167e-02 1.214938e-01 5.659669e-04 5.084293e-01
1.490505e+01 5.447084e-03 4.341365e+01 9.363973e-01 4.792566e+02 3.813802e-02 7.075756e-02 2.017829e-01 5.429832e-04 4.724181e-01
1.536975e+01 6.255324e-03 4.462628e+01 9.556357e-01 6.340732e+02 5.045794e-02 1.753629e-01 6.771447e-02 5.615716e-04 4.492544e-01
1.584893e+01 7.376865e-03 4.601635e+01 8.978149e-01 7.190814e+02 5.722268e-02 -2.577294e-02 9.937238e-02 5.344840e-04 3.720448e-01
1.634306e+01 8.811533e-03 4.747892e+01 1.028156e+00 1.012531e+03 8.057469e-02 1.718603e-01 5.087804e-02 5.270325e-04 3.592600e-01
1.685259e+01 1.016943e-02 4.893792e+01 9.732010e-01 1.266826e+03 1.008108e-01 -7.203599e-03 2.912753e-01 5.536711e-04 3.430436e-01
1.737801e+01 1.240274e-02 5.040024e+01 9.713617e-01 1.448709e+03 1.152846e-01 5.921005e-02 1.499775e-01 5.595193e-04 2.738920e-01
1.791981e+01 1.445750e-02 5.194526e+01 8.885066e-01 1.544367e+03 1.228968e-01 5.147171e-02 6.303114e-02 5.406160e-04 2.077738e-01
1.847850e+01 1.631174e-02 5.349673e+01 9.289519e-01 2.016858e+03 1.604965e-01 5.026173e-02 -1.217643e-02 5.404327e-04 2.108346e-01
1.905461e+01 1.838608e-02 5.510254e+01 8.665164e-01 2.125533e+03 1.691446e-01 -5.402492e-02 1.104672e-01 5.545821e-04 1.784825e-01
1.964868e+01 2.169322e-02 5.682192e+01 9.444990e-01 2.614523e+03 2.080571e-01 1.732734e-02 1.380613e-01 5.460329e-04 1.599442e-01
2.026127e+01 2.381400e-02 5.846530e+01 9.337666e-01 3.120878e+03 2.483516e-01 -7.199778e-02 5.706509e-02 5.416795e-04 1.556084e-01
2.089296e+01 2.736109e-02 6.023125e+01 9.615458e-01 4.008160e+03 3.189592e-01 9.605035e-02 1.493470e-01 5.011181e-04 1.454962e-01
2.154435e+01 3.264562e-02 6.209413e+01 1.032159e+00 5.539488e+03 4.408184e-01 1.644632e-01 2.805990e-03 5.111190e-04 1.404190e-01
2.221604e+01 3.673183e-02 6.390035e+01 9.862465e-01 5.724786e+03 4.555640e-01 -2.648632e-02 9.888568e-02 5.387356e-04 1.211993e-01
2.290868e+01 4.147293e-02 6.580684e+01 9.920740e-01 6.172186e+03 4.911669e-01 3.416661e-01 -8.955276e-03 5.450120e-04 1.016698e-01
2.362291e+01 4.719179e-02 6.790679e+01 9.676030e-01 6.724492e+03 5.351181e-01 2.804762e-01 5.029110e-02 5.103549e-04 8.057066e-02
2.435940e+01 5.421344e-02 6.989552e+01 1.051554e+00 9.162884e+03 7.291591e-01 9.927835e-02 1.755039e-01 5.156391e-04 8.901183e-02
2.511886e+01 6.152842e-02 7.203540e+01 1.043476e+00 1.037642e+04 8.257295e-01 9.972659e-02 5.399098e-02 5.429491e-04 7.609041e-02
2.590200e+01 6.968312e-02 7.423819e+01 9.816816e-01 1.091898e+04 8.689046e-01 -6.874596e-02 7.981131e-02 4.766944e-04 6.483384e-02
2.670956e+01 7.822702e-02 7.652042e+01 9.336044e-01 1.280558e+04 1.019036e+00 -5.219501e-02 1.495790e-01 5.402260e-04 5.964331e-02
2.754229e+01 8.954566e-02 7.890676e+01 9.452581e-01 1.487662e+04 1.183843e+00 3.025655e-02 2.482462e-01 5.301404e-04 5.238778e-02
2.840098e+01 9.727945e-02 8.112202e+01 9.709236e-01 1.748023e+04 1.391033e+00 2.117922e-01 7.773031e-02 5.883922e-04 5.108122e-02
2.928645e+01 1.075206e-01 8.346109e+01 1.014901e+00 2.158936e+04 1.718027e+00 4.536137e-01 3.181508e-01 5.546420e-04 5.278392e-02
3.019952e+01 1.189955e-01 8.603113e+01 1.026322e+00 2.426052e+04 1.930591e+00 2.286808e-01 8.406555e-02 5.463087e-04 4.726009e-02
3.114106e+01 1.327780e-01 8.883838e+01 1.012418e+00 2.736539e+04 2.177669e+00 -3.526707e-02 7.786190e-02 5.611016e-04 4.278039e-02
3.211195e+01 1.457327e-01 9.140915e+01 1.027806e+00 2.966151e+04 2.360388e+00 4.325645e-02 -1.717869e-02 5.436515e-04 3.908342e-02
3.311311e+01 1.605812e-01 9.410442e+01 1.037681e+00 3.288788e+04 2.617134e+00 2.586267e-01 3.031987e-02 5.420729e-04 3.578489e-02
3.414549e+01 1.751805e-01 9.683303e+01 9.397915e-01 3.412839e+04 2.715851e+00 1.777680e-02 1.138872e-01 5.261333e-04 3.151354e-02
3.521005e+01 1.948402e-01 9.974616e+01 1.010870e+00 4.253646e+04 3.384944e+00 4.914340e-03 1.049525e-01 5.573642e-04 3.086866e-02
3.630781e+01 2.145166e-01 1.029332e+02 1.048240e+00 4.812171e+04 3.829404e+00 -2.141878e-02 1.670690e-01 5.560768e-04 2.952728e-02
3.743978e+01 2.301986e-01 1.057705e+02 9.686103e-01 5.065971e+04 4.031371e+00 1.064001e-01 1.583918e-01 5.429323e-04 2.663118e-02
3.860705e+01 2.507709e-01 1.090089e+02 1.040792e+00 6.078169e+04 4.836853e+00 -4.952853e-02 1.678783e-01 5.494836e-04 2.640103e-02
3.981072e+01 2.729309e-01 1.120750e+02 8.919033e-01 5.226480e+04 4.159101e+00 -5.181065e-02 2.257231e-01 5.698050e-04 2.028240e-02
4.105191e+01 2.960008e-01 1.153697e+02 9.556886e-01 6.580845e+04 5.236870e+00 2.048922e-01 3.133234e-01 5.508032e-04 2.061949e-02
4.233179e+01 3.230034e-01 1.189079e+02 1.006494e+00 8.437817e+04 6.714601e+00 -4.234713e-02 2.997723e-01 5.429778e-04 2.271989e-02
4.365158e+01 3.480102e-01 1.223324e+02 1.011263e+00 8.607314e+04 6.849483e+00 8.031755e-02 2.720856e-01 5.998365e-04 2.056422e-02
4.501252e+01 3.710021e-01 1.260466e+02 9.781820e-01 9.079704e+04 7.225398e+00 -4.563977e-02 8.102570e-02 6.241675e-04 1.941069e-02
4.641589e+01 4.032076e-01 1.298798e+02 1.047940e+00 1.096618e+05 8.726609e+00 2.175357e-01 2.936521e-02 5.698030e-04 1.916748e-02
4.786301e+01 4.335512e-01 1.337638e+02 9.423870e-01 1.088625e+05 8.663005e+00 5.275942e-03 9.544942e-02 5.464528e-04 1.643107e-02
4.935525e+01 4.608500e-01 1.378841e+02 9.013235e-01 1.224251e+05 9.742277e+00 -1.538072e-02 8.311676e-02 5.173817e-04 1.562671e-02
5.089401e+01 4.893927e-01 1.415877e+02 9.438204e-01 1.370499e+05 1.090609e+01 1.817164e-02 2.300644e-01 4.957855e-04 1.597506e-02
5.248075e+01 5.265818e-01 1.458898e+02 1.020866e+00 1.516193e+05 1.206548e+01 -2.573871e-02 6.613030e-02 4.897174e-04 1.573338e-02
5.411695e+01 5.544057e-01 1.501843e+02 1.013494e+00 1.671213e+05 1.329909e+01 5.770501e-02 1.604278e-01 5.054511e-04 1.498759e-02
5.580417e+01 5.943267e-01 1.547233e+02 9.653841e-01 1.927826e+05 1.534115e+01 -1.178011e-02 1.462271e-01 5.201062e-04 1.538846e-02
5.754399e+01 6.233743e-01 1.592875e+02 1.006461e+00 2.104206e+05 1.674474e+01 2.834307e-02 1.253215e-01 5.463470e-04 1.541356e-02
5.933806e+01 6.610687e-01 1.639107e+02 1.035189e+00 2.376672e+05 1.891295e+01 -4.019626e-03 1.026620e-01 5.128747e-04 1.603732e-02
6.118806e+01 7.002160e-01 1.685412e+02 9.835830e-01 2.441428e+05 1.942827e+01 -2.040431e-02 1.251164e-01 5.218806e-04 1.411146e-02
6.309573e+01 7.435176e-01 1.740758e+02 9.575413e-01 2.352247e+05 1.871859e+01 1.074749e-01 2.050243e-01 4.903891e-04 1.217978e-02
6.506289e+01 7.758035e-01 1.790455e+02 1.006545e+00 2.945003e+05 2.343559e+01 5.462633e-02 1.807947e-01 5.130095e-04 1.362202e-02
6.709137e+01 8.158083e-01 1.841943e+02 9.636784e-01 3.044513e+05 2.422746e+01 4.836073e-02 1.182523e-01 5.085453e-04 1.311450e-02
6.918310e+01 8.554052e-01 1.894171e+02 9.719390e-01 3.630970e+05 2.889434e+01 4.239811e-02 -1.136729e-02 5.330670e-04 1.392154e-02
7.134004e+01 8.926411e-01 1.951824e+02 1.011972e+00 3.677205e+05 2.926227e+01 -5.257396e-02 8.840283e-02 5.492460e-04 1.323489e-02
7.356423e+01 9.370642e-01 2.009035e+02 9.866197e-01 3.680936e+05 2.929196e+01 4.703981e-02 1.281962e-01 5.377458e-04 1.207765e-02
7.585776e+01 9.794954e-01 2.069091e+02 1.012153e+00 4.509344e+05 3.588422e+01 -4.271449e-02 3.216907e-01 5.444074e-04 1.324355e-02
7.822280e+01 1.017201e+00 2.128803e+02 9.852697e-01 4.675731e+05 3.720828e+01 1.281283e-01 2.628241e-01 4.961442e-04 1.266074e-02
8.066157e+01 1.064428e+00 2.188943e+02 1.074402e+00 5.320179e+05 4.233664e+01 8.035735e-03 1.646898e-01 5.340141e-04 1.348299e-02
8.317638e+01 1.104235e+00 2.256566e+02 9.945135e-01 5.193941e+05 4.133207e+01 -9.995128e-02 1.375740e-01 4.946906e-04 1.206880e-02
8.576959e+01 1.148700e+00 2.323602e+02 1.008334e+00 5.777879e+05 4.597890e+01 -6.859449e-02 2.527645e-02 5.301471e-04 1.266255e-02
8.844365e+01 1.189781e+00 2.388968e+02 9.972243e-01 6.300870e+05 5.014073e+01 -2.890682e-02 2.101725e-01 5.364778e-04 1.252743e-02
9.120108e+01 1.244584e+00 2.463248e+02 9.437898e-01 6.053624e+05 4.817321e+01 -2.844367e-02 2.017195e-01 4.931566e-04 1.121693e-02
9.404449e+01 1.276238e+00 2.533960e+02 9.332189e-01 6.312266e+05 5.023142e+01 -7.332258e-04 3.928444e-02 4.843299e-04 1.150770e-02
9.697654e+01 1.325917e+00 2.609181e+02 9.440240e-01 7.119277e+05 5.665340e+01 -8.824789e-03 1.172889e-01 4.924633e-04 1.147483e-02
1.000000e+02 1.365102e+00 2.685582e+02 1.029668e+00 7.916728e+05 6.299932e+01 2.248777e-03 2.907519e-01 4.896932e-04 1.195053e-02
1.031177e+02 1.404552e+00 2.764023e+02 1.058331e+00 9.599435e+05 7.638988e+01 5.122619e-02 1.781140e-01 4.939973e-04 1.372693e-02
1.063327e+02 1.449782e+00 2.847791e+02 9.691745e-01 9.254491e+05 7.364490e+01 3.611905e-02 1.780410e-01 5.246252e-04 1.252164e-02
1.096478e+02 1.491627e+00 2.933160e+02 1.003074e+00 9.777156e+05 7.780413e+01 3.148736e-02 5.741630e-02 4.927486e-04 1.249588e-02
1.130663e+02 1.532191e+00 3.022275e+02 9.446152e-01 9.917747e+05 7.892292e+01 2.871338e-02 5.765790e-02 5.526117e-04 1.218563e-02
1.165914e+02 1.569395e+00 3.108474e+02 9.989952e-01 1.080586e+06 8.599031e+01 6.977630e-02 2.719171e-01 5.374060e-04 1.263580e-02
1.202264e+02 1.608639e+00 3.198490e+02 9.885791e-01 1.177857e+06 9.373089e+01 -2.244193e-03 1.418007e-01 5.309864e-04 1.292521e-02
1.239748e+02 1.658640e+00 3.299833e+02 1.057867e+00 1.346042e+06 1.071146e+02 1.129117e-01 2.097734e-01 5.428811e-04 1.369711e-02
1.278400e+02 1.697987e+00 3.389251e+02 1.084143e+00 1.395543e+06 1.110538e+02 -4.728109e-03 2.454781e-01 5.041114e-04 1.333499e-02
1.318257e+02 1.721245e+00 3.492253e+02 9.685177e-01 1.415335e+06 1.126288e+02 -1.229261e-02 7.210043e-02 5.291757e-04 1.352573e-02
1.359356e+02 1.767602e+00 3.595626e+02 9.407000e-01 1.391708e+06 1.107486e+02 6.728923e-02 2.883661e-01 5.033327e-04 1.285874e-02
1.401737e+02 1.809394e+00 3.702491e+02 9.536431e-01 1.451911e+06 1.155394e+02 7.379551e-02 -9.995757e-03 4.853351e-04 1.285351e-02
1.445440e+02 1.847248e+00 3.817327e+02 1.029901e+00 1.753482e+06 1.395377e+02 -5.865410e-03 2.361095e-01 5.280208e-04 1.440638e-02
1.490505e+02 1.875509e+00 3.927677e+02 9.442437e-01 1.610481e+06 1.281580e+02 -1.942442e-02 3.475807e-01 5.307566e-04 1.304038e-02
1.536975e+02 1.902078e+00 4.041508e+02 9.711308e-01 1.857210e+06 1.477921e+02 6.685930e-02 8.485616e-02 5.201779e-04 1.459339e-02
1.584893e+02 1.949385e+00 4.167361e+02 9.486173e-01 1.950995e+06 1.552552e+02 4.278620e-02 9.674464e-02 4.981829e-04 1.448520e-02
1.634306e+02 1.973390e+00 4.288563e+02 9.451320e-01 1.894734e+06 1.507782e+02 4.019791e-02 1.470435e-01 4.974775e-04 1.422218e-02
1.685259e+02 1.990902e+00 4.417785e+02 1.027346e+00 2.161586e+06 1.720136e+02 3.765700e-02 9.036558e-02 5.261576e-04 1.513216e-02
1.737801e+02 2.030291e+00 4.548909e+02 9.993284e-01 2.250042e+06 1.790526e+02 7.564137e-02 8.077159e-02 5.159941e-04 1.566223e-02
1.791981e+02 2.064724e+00 4.688464e+02 9.732501e-01 2.537621e+06 2.019375e+02 -4.935402e-02 1.158097e-01 4.996341e-04 1.702562e-02
1.847850e+02 2.099089e+00 4.827766e+02 9.569824e-01 2.516891e+06 2.002878e+02 6.983904e-03 4.785873e-01 5.098639e-04 1.643272e-02
1.905461e+02 2.118889e+00 4.968722e+02 9.291461e-01 2.638546e+06 2.099688e+02 -3.878365e-03 1.579537e-01 4.783706e-04 1.645668e-02
1.964868e+02 2.157485e+00 5.124149e+02 9.817561e-01 2.825250e+06 2.248262e+02 -6.804154e-02 3.017209e-01 5.198566e-04 1.707362e-02
2.026127e+02 2.179490e+00 5.270766e+02 9.491569e-01 2.897835e+06 2.306024e+02 4.223257e-03 1.521120e-01 4.805546e-04 1.748297e-02
2.089296e+02 2.189253e+00 5.427237e+02 9.181179e-01 3.103908e+06 2.470011e+02 1.030121e-01 2.545531e-01 4.335325e-04 1.781996e-02
2.154435e+02 2.226263e+00 5.597434e+02 1.024934e+00 3.498715e+06 2.784189e+02 7.029182e-02 1.040469e-01 5.207716e-04 2.006163e-02
2.221604e+02 2.245726e+00 5.771480e+02 9.786441e-01 3.636601e+06 2.893915e+02 2.766021e-02 1.935544e-01 5.030737e-04 2.029068e-02
2.290868e+02 2.264253e+00 5.932003e+02 9.415760e-01 3.655416e+06 2.908887e+02 4.027019e-02 4.222581e-01 4.965481e-04 1.969125e-02
2.362291e+02 2.291443e+00 6.126484e+02 1.017386e+00 3.864528e+06 3.075293e+02 -3.221420e-02 1.088317e-01 4.752591e-04 2.035229e-02
2.435940e+02 2.292118e+00 6.302661e+02 9.837227e-01 4.187676e+06 3.332446e+02 -4.566887e-02 2.639490e-01 5.341066e-04 2.304494e-02
2.511886e+02 2.290404e+00 6.491125e+02 9.716665e-01 4.133391e+06 3.289248e+02 -2.659303e-02 1.981308e-01 4.846675e-04 2.276770e-02
2.590200e+02 2.319131e+00 6.681093e+02 1.016772e+00 4.357268e+06 3.467403e+02 1.260292e-01 2.152271e-01 4.845210e-04 2.250056e-02
2.670956e+02 2.332067e+00 6.893001e+02 9.993333e-01 4.741369e+06 3.773061e+02 4.527476e-02 1.614035e-01 4.914985e-04 2.491847e-02
2.754229e+02 2.352057e+00 7.092319e+02 9.622400e-01 4.801384e+06 3.820820e+02 1.049367e-01 2.057875e-01 4.886545e-04 2.410715e-02
2.840098e+02 2.374023e+00 7.320281e+02 9.809554e-01 5.167854e+06 4.112448e+02 -9.142633e-03 1.049261e-01 5.013032e-04 2.598487e-02
2.928645e+02 2.406177e+00 7.543557e+02 9.779092e-01 5.436348e+06 4.326108e+02 1.705342e-02 2.496326e-01 4.872405e-04 2.609818e-02
3.019952e+02 2.385365e+00 7.762742e+02 9.529900e-01 5.559114e+06 4.423802e+02 9.803194e-03 2.241931e-01 5.186235e-04 2.780578e-02
3.114106e+02 2.416421e+00 8.010727e+02 9.694642e-01 5.443862e+06 4.332088e+02 -4.438614e-02 1.571862e-01 4.826219e-04 2.695238e-02
3.211195e+02 2.433103e+00 8.244046e+02 9.387603e-01 6.046220e+06 4.811429e+02 2.626880e-02 1.659608e-01 5.193125e-04 2.851723e-02
3.311311e+02 2.446054e+00 8.494825e+02 9.962739e-01 6.493495e+06 5.167359e+02 -3.676559e-02 2.998649e-01 4.775525e-04 3.063502e-02
3.414549e+02 2.411620e+00 8.752205e+02 9.527539e-01 6.768537e+06 5.386231e+02 -2.379631e-02 1.956114e-01 5.309262e-04 3.358969e-02
3.521005e+02 2.410454e+00 9.016251e+02 9.049561e-01 6.078326e+06 4.836978e+02 9.895281e-04 3.490094e-01 4.998371e-04 3.076088e-02
3.630781e+02 2.427005e+00 9.285672e+02 1.018278e+00 7.308528e+06 5.815941e+02 -8.233785e-02 2.658665e-01 5.024121e-04 3.562914e-02
3.743978e+02 2.447049e+00 9.582289e+02 9.460220e-01 7.756430e+06 6.172371e+02 -1.065138e-02 1.022391e-01 5.387983e-04 3.616297e-02
3.860705e+02 2.482720e+00 9.880128e+02 9.742980e-01 7.598603e+06 6.046776e+02 3.014740e-03 9.550924e-02 4.670694e-04 3.599041e-02
3.981072e+02 2.428642e+00 1.017075e+03 9.628624e-01 8.408942e+06 6.691623e+02 3.528407e-02 2.041422e-01 4.407885e-04 4.089623e-02
4.105191e+02 2.468108e+00 1.047890e+03 1.006828e+00 9.202694e+06 7.323271e+02 -4.530082e-02 1.717691e-01 4.507391e-04 4.257081e-02
4.233179e+02 2.440925e+00 1.079887e+03 9.639852e-01 9.210254e+06 7.329287e+02 -2.511902e-02 2.482447e-01 5.233617e-04 4.310540e-02
4.365158e+02 2.449272e+00 1.113136e+03 9.828950e-01 9.424845e+06 7.500053e+02 -9.343651e-03 1.113513e-01 5.119307e-04 4.579679e-02
4.501252e+02 2.456046e+00 1.146615e+03 9.791502e-01 1.059800e+07 8.433618e+02 2.711853e-02 3.950749e-01 4.351919e-04 4.851190e-02
4.641589e+02 2.492967e+00 1.182018e+03 1.004510e+00 1.102503e+07 8.773438e+02 8.304106e-02 1.812674e-01 5.119595e-04 5.054823e-02
4.786301e+02 2.431996e+00 1.219357e+03 1.018946e+00 1.131193e+07 9.001747e+02 5.778148e-02 3.690695e-01 5.231856e-04 5.471043e-02
4.935525e+02 2.457362e+00 1.257352e+03 1.009177e+00 1.151617e+07 9.164279e+02 -2.262720e-02 2.301411e-01 4.899551e-04 5.589174e-02
5.089401e+02 2.424302e+00 1.293217e+03 9.590597e-01 1.178496e+07 9.378174e+02 -3.811305e-02 5.533507e-02 4.870746e-04 5.516969e-02
5.248075e+02 2.454047e+00 1.335499e+03 1.051284e+00 1.390094e+07 1.106202e+03 -6.858392e-04 3.604870e-01 5.256820e-04 6.617387e-02
5.411695e+02 2.429547e+00 1.374132e+03 9.986427e-01 1.335570e+07 1.062813e+03 -7.126378e-02 1.966142e-01 4.864941e-04 6.264121e-02
5.580417e+02 2.404645e+00 1.417539e+03 1.010705e+00 1.451936e+07 1.155414e+03 -1.715468e-02 1.912217e-01 4.950113e-04 7.178199e-02
5.754399e+02 2.405657e+00 1.459036e+03 1.005027e+00 1.445143e+07 1.150008e+03 -3.423754e-02 1.976215e-01 4.526212e-04 7.030756e-02
5.933806e+02 2.426329e+00 1.506555e+03 1.000533e+00 1.449171e+07 1.153213e+03 3.742181e-02 4.082100e-01 4.922300e-04 6.996775e-02
6.118806e+02 2.365932e+00 1.552126e+03 9.591329e-01 1.495364e+07 1.189973e+03 7.744123e-03 3.736164e-01 5.309644e-04 7.678946e-02
6.309573e+02 2.382885e+00 1.599948e+03 1.035697e+00 1.628796e+07 1.296155e+03 1.034395e-01 9.199552e-02 5.420654e-04 8.513159e-02
6.506289e+02 2.366494e+00 1.646852e+03 9.772882e-01 1.651092e+07 1.313898e+03 4.811224e-02 4.258022e-01 4.825742e-04 8.289666e-02
6.709137e+02 2.344345e+00 1.698069e+03 9.890590e-01 1.779627e+07 1.416182e+03 4.945008e-02 1.470671e-01 5.208472e-04 9.152886e-02
6.918310e+02 2.344994e+00 1.750611e+03 9.679197e-01 1.785938e+07 1.421204e+03 4.487813e-02 4.448932e-01 5.407989e-04 9.266779e-02
7.134004e+02 2.311928e+00 1.804585e+03 1.004220e+00 1.960609e+07 1.560203e+03 7.131218e-02 1.434809e-01 4.801505e-04 1.022252e-01
7.356423e+02 2.340280e+00 1.859358e+03 9.888240e-01 1.887062e+07 1.501676e+03 1.037087e-01 2.316543e-01 4.933806e-04 9.528393e-02
7.585776e+02 2.303916e+00 1.916972e+03 1.016367e+00 2.038613e+07 1.622277e+03 3.805100e-02 2.643795e-01 4.819266e-04 1.106624e-01
7.822280e+02 2.266649e+00 1.978399e+03 9.808664e-01 2.016557e+07 1.604725e+03 6.398708e-02 2.364201e-01 4.785720e-04 1.130479e-01
8.066157e+02 2.300962e+00 2.037454e+03 9.715679e-01 2.155824e+07 1.715550e+03 6.735813e-02 9.605811e-02 4.978234e-04 1.121600e-01
8.317638e+02 2.272529e+00 2.100406e+03 9.970387e-01 2.298719e+07 1.829262e+03 9.182672e-02 5.308504e-01 4.997013e-04 1.251063e-01
8.576959e+02 2.248304e+00 2.168099e+03 9.207338e-01 2.136089e+07 1.699846e+03 1.021516e-01 1.698696e-01 5.187413e-04 1.219623e-01
8.844365e+02 2.205534e+00 2.229748e+03 9.739414e-01 2.400940e+07 1.910607e+03 5.952838e-03 1.973113e-01 4.826466e-04 1.415921e-01
9.120108e+02 2.268861e+00 2.301106e+03 9.387395e-01 2.501214e+07 1.990403e+03 -9.994303e-03 4.598452e-01 4.803784e-04 1.363967e-01
9.404449e+02 2.220742e+00 2.370257e+03 9.261414e-01 2.453232e+07 1.952220e+03 -4.033113e-02 1.913613e-01 5.557958e-04 1.409552e-01
9.697654e+02 2.231510e+00 2.445745e+03 9.491543e-01 2.591682e+07 2.062395e+03 -5.938140e-02 1.973864e-01 5.049277e-04 1.507609e-01
