#./double_munderdamped_3d --dev=0 --amp=250.0 --omega=1 --mass=0.1 --force=0 --Dg=0.01 --block=256 --paths=1024 --periods=1000 --trans=100 --samples=10000 --spp=10000 --algorithm=euler --pav=1 --mode=moments --domain=1d --domainx=a:-1:3:300:1 --domainy=s:-1:2:100:1 --domainz=a:-1:2.5:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=5.0 --zeta=0.2 --comp=0 --mean=1.0 --second=20.0 --skew=0.99 --distribution=s>> 1D_double_a:-1:3:300:1_20.0_5.0_0.99_1.0_0.1.dat
#a <<v>> <<v^2>> qnu(q) mu_q Dx Gx Gv EBx EBv
1.000000e+00 1.007119e+00 5.030867e+02 1.047124e+00 6.691830e+05 5.325189e+01 2.430450e-02 2.988017e+00 1.931420e-04 1.843490e-02
1.031177e+00 1.005412e+00 5.030236e+02 9.326906e-01 6.152829e+05 4.896265e+01 1.075770e-01 2.248227e+00 2.109448e-04 1.695946e-02
1.063327e+00 1.012944e+00 5.036612e+02 1.010727e+00 6.666236e+05 5.304822e+01 1.482426e-01 2.102441e+00 2.206946e-04 1.855597e-02
1.096478e+00 9.967874e-01 5.027992e+02 9.307451e-01 6.162228e+05 4.903745e+01 6.059729e-02 1.995005e+00 1.939217e-04 1.810375e-02
1.130663e+00 1.011521e+00 5.031984e+02 9.523768e-01 5.797441e+05 4.613457e+01 -1.107858e-02 2.448119e+00 2.023355e-04 1.680186e-02
1.165914e+00 1.008489e+00 5.031924e+02 9.710532e-01 6.677270e+05 5.313602e+01 9.208107e-02 2.277880e+00 2.026968e-04 1.845851e-02
1.202264e+00 1.009495e+00 5.031615e+02 9.306404e-01 6.101667e+05 4.855552e+01 1.620563e-01 2.430061e+00 1.888714e-04 1.617536e-02
1.239748e+00 1.008478e+00 5.030518e+02 9.480888e-01 6.217191e+05 4.947483e+01 1.378537e-01 2.256158e+00 1.977198e-04 1.810845e-02
1.278400e+00 9.954899e-01 5.026189e+02 1.005237e+00 6.091828e+05 4.847723e+01 7.150713e-02 2.125778e+00 1.982973e-04 1.805540e-02
1.318257e+00 1.011159e+00 5.033185e+02 9.642653e-01 6.162542e+05 4.903995e+01 3.592601e-03 1.916694e+00 1.841424e-04 1.697159e-02
1.359356e+00 1.013786e+00 5.034781e+02 8.696975e-01 6.169862e+05 4.909820e+01 2.388351e-01 1.810150e+00 2.052831e-04 1.678095e-02
1.401737e+00 1.010896e+00 5.032172e+02 9.407561e-01 6.413159e+05 5.103430e+01 3.747581e-01 1.901561e+00 2.092921e-04 1.813317e-02
1.445440e+00 1.008901e+00 5.031706e+02 9.444666e-01 6.263910e+05 4.984661e+01 1.084621e-01 3.684247e+00 1.765093e-04 1.684777e-02
1.490505e+00 1.012426e+00 5.032062e+02 9.596998e-01 6.358244e+05 5.059729e+01 -1.634643e-02 2.503135e+00 2.025440e-04 1.795617e-02
1.536975e+00 1.013064e+00 5.034387e+02 9.838760e-01 6.242336e+05 4.967493e+01 7.861790e-02 2.221713e+00 2.020132e-04 1.747386e-02
1.584893e+00 1.008640e+00 5.030398e+02 9.143727e-01 6.151130e+05 4.894914e+01 8.319440e-02 2.263157e+00 1.876282e-04 1.678177e-02
1.634306e+00 1.008153e+00 5.030691e+02 9.837862e-01 6.862149e+05 5.460724e+01 1.387029e-01 2.104755e+00 1.940734e-04 1.892972e-02
1.685259e+00 1.018575e+00 5.032167e+02 1.000384e+00 6.688659e+05 5.322666e+01 1.365480e-01 1.533426e+00 2.043990e-04 1.821534e-02
1.737801e+00 1.016683e+00 5.031393e+02 9.390707e-01 6.214270e+05 4.945159e+01 5.553273e-02 1.869486e+00 1.992880e-04 1.730886e-02
1.791981e+00 1.011005e+00 5.027483e+02 9.754065e-01 6.203788e+05 4.936818e+01 1.453331e-01 1.566631e+00 2.015834e-04 1.702301e-02
1.847850e+00 1.015329e+00 5.030055e+02 9.242074e-01 6.048453e+05 4.813206e+01 7.933148e-02 4.728714e+00 2.128630e-04 1.682798e-02
1.905461e+00 1.020583e+00 5.034555e+02 9.722398e-01 6.116139e+05 4.867069e+01 -1.258447e-02 2.226537e+00 1.941020e-04 1.683730e-02
1.964868e+00 1.023798e+00 5.031436e+02 9.639630e-01 6.417952e+05 5.107244e+01 8.224867e-02 1.157139e+00 1.952429e-04 1.703613e-02
2.026127e+00 1.018569e+00 5.033988e+02 1.022363e+00 6.590351e+05 5.244434e+01 6.307827e-02 3.231470e+00 2.068753e-04 1.801383e-02
2.089296e+00 1.024394e+00 5.032658e+02 9.319716e-01 6.104594e+05 4.857882e+01 1.628928e-01 1.607453e+00 1.894920e-04 1.666641e-02
2.154435e+00 1.031547e+00 5.038733e+02 9.962630e-01 6.612463e+05 5.262031e+01 7.946835e-02 2.716482e+00 2.082685e-04 1.789431e-02
2.221604e+00 1.029527e+00 5.031157e+02 9.341785e-01 5.964054e+05 4.746043e+01 4.929723e-02 2.478098e+00 1.967949e-04 1.599414e-02
2.290868e+00 1.026041e+00 5.031991e+02 9.742645e-01 6.748045e+05 5.369924e+01 1.042963e-01 3.160909e+00 1.951508e-04 1.766028e-02
2.362291e+00 1.023977e+00 5.032561e+02 1.006044e+00 6.561076e+05 5.221138e+01 6.446409e-02 2.681676e+00 2.092248e-04 1.789396e-02
2.435940e+00 1.023103e+00 5.029295e+02 9.510335e-01 6.168676e+05 4.908876e+01 -4.637524e-02 3.611646e+00 2.035937e-04 1.711600e-02
2.511886e+00 1.026974e+00 5.030499e+02 9.729872e-01 6.212922e+05 4.944086e+01 1.023583e-01 3.467986e+00 1.873618e-04 1.694646e-02
2.590200e+00 1.028852e+00 5.029460e+02 9.561993e-01 6.347072e+05 5.050839e+01 1.386048e-01 3.124558e+00 2.096295e-04 1.725660e-02
2.670956e+00 1.029286e+00 5.034431e+02 9.588102e-01 6.190460e+05 4.926211e+01 6.271351e-02 3.947024e+00 2.075567e-04 1.637006e-02
2.754229e+00 1.042598e+00 5.033618e+02 9.133032e-01 5.552357e+05 4.418426e+01 7.746406e-02 1.818884e+00 2.028653e-04 1.501459e-02
2.840098e+00 1.038959e+00 5.032427e+02 9.153622e-01 6.080827e+05 4.838968e+01 1.376928e-01 2.747084e+00 1.995338e-04 1.615483e-02
2.928645e+00 1.042903e+00 5.033577e+02 9.564658e-01 6.106085e+05 4.859068e+01 8.213654e-02 2.088674e+00 2.028918e-04 1.623173e-02
3.019952e+00 1.045380e+00 5.033153e+02 9.899516e-01 6.711737e+05 5.341030e+01 7.627860e-02 3.206816e+00 2.199013e-04 1.699175e-02
3.114106e+00 1.051351e+00 5.030892e+02 9.510159e-01 6.493431e+05 5.167308e+01 5.431248e-02 3.004843e+00 1.979111e-04 1.612121e-02
3.211195e+00 1.054253e+00 5.035835e+02 9.955789e-01 6.328171e+05 5.035798e+01 5.688208e-02 2.337651e+00 1.862606e-04 1.640798e-02
3.311311e+00 1.054569e+00 5.034137e+02 9.628783e-01 6.156911e+05 4.899514e+01 7.892741e-02 2.986309e+00 2.022797e-04 1.580460e-02
3.414549e+00 1.058365e+00 5.033351e+02 9.189112e-01 5.808481e+05 4.622242e+01 2.200629e-01 2.950542e+00 2.021867e-04 1.435148e-02
3.521005e+00 1.060761e+00 5.035796e+02 9.855105e-01 6.456477e+05 5.137901e+01 1.897698e-01 2.083809e+00 2.108274e-04 1.606075e-02
3.630781e+00 1.064625e+00 5.031771e+02 9.188888e-01 5.587121e+05 4.446090e+01 -2.715648e-02 1.213399e+00 1.969414e-04 1.345633e-02
3.743978e+00 1.069019e+00 5.032987e+02 9.854024e-01 6.151889e+05 4.895518e+01 -6.757604e-02 2.845311e+00 1.951424e-04 1.527904e-02
3.860705e+00 1.069542e+00 5.039258e+02 9.474641e-01 6.013580e+05 4.785455e+01 -3.313569e-02 4.535298e+00 2.033737e-04 1.500592e-02
3.981072e+00 1.078086e+00 5.034227e+02 9.749409e-01 6.659446e+05 5.299418e+01 2.470272e-02 1.999082e+00 2.106801e-04 1.545269e-02
4.105191e+00 1.083417e+00 5.037506e+02 9.618926e-01 6.390535e+05 5.085426e+01 1.113709e-01 2.098048e+00 1.884739e-04 1.518905e-02
4.233179e+00 1.078729e+00 5.032254e+02 9.186415e-01 5.806123e+05 4.620366e+01 5.566854e-02 2.229275e+00 2.046166e-04 1.466070e-02
4.365158e+00 1.086287e+00 5.033404e+02 9.164818e-01 5.793351e+05 4.610202e+01 7.802284e-02 3.241962e+00 2.018710e-04 1.391488e-02
4.501252e+00 1.095267e+00 5.033562e+02 9.363714e-01 5.566587e+05 4.429749e+01 1.985475e-03 2.057936e+00 2.030231e-04 1.366619e-02
4.641589e+00 1.092048e+00 5.033585e+02 9.775887e-01 6.146060e+05 4.890879e+01 1.804962e-02 2.336162e+00 2.111335e-04 1.515348e-02
4.786301e+00 1.100724e+00 5.034652e+02 9.776506e-01 6.543155e+05 5.206877e+01 7.422471e-02 3.310132e+00 2.064276e-04 1.529250e-02
4.935525e+00 1.114909e+00 5.038641e+02 8.975682e-01 5.335579e+05 4.245919e+01 2.162314e-02 4.335781e+00 2.034151e-04 1.226964e-02
5.089401e+00 1.118023e+00 5.033144e+02 1.012785e+00 6.110703e+05 4.862743e+01 -8.692101e-04 4.828422e+00 2.013097e-04 1.420334e-02
5.248075e+00 1.111377e+00 5.031144e+02 9.743371e-01 6.084138e+05 4.841603e+01 5.239182e-02 4.092249e+00 1.978980e-04 1.427206e-02
5.411695e+00 1.123145e+00 5.030947e+02 9.369586e-01 6.019591e+05 4.790238e+01 3.102240e-02 3.206221e+00 1.845006e-04 1.347252e-02
5.580417e+00 1.119911e+00 5.030966e+02 9.697742e-01 6.096088e+05 4.851112e+01 -1.163785e-02 1.358826e+00 1.929056e-04 1.373152e-02
